TID	Name	RA	Dec
4599	HD 11401                           	28.50203649	60.15311395
4600	HD 11606                           	28.9285567	59.27345019
4601	V* V778 Cas                        	29.62046294	59.26910534
4602	HD 12302                           	30.65178556	59.68809849
4603	V* V481 Cas                        	29.18810016	59.31204282
4604	V* IO Cas                          	26.76131621	59.60625758
4605	V* GK Cas                          	29.69015332	59.77007191
4606	V* VV Cas                          	27.77925661	59.88821487
4607	V* X Cas                           	29.15871214	59.25937675
4608	V* V923 Cas                        	29.06614504	60.01712192
4609	IRAS 01530+5941                    	29.13543682	59.94165988
4610	IRAS 01553+6058                    	29.72576932	61.2159723
4611	IRAS 01575+6048                    	30.29022958	61.06112927
4612	IRAS 02019+5946                    	31.37850976	60.02153976
4613	EM* MWC 17                         	26.91029067	60.69925122
4614	V* V1016 Cas                       	25.81989746	59.99761545
4615	V* V599 Cas                        	30.64583	60.47056
4616	EM* GGA 119                        	28.09643751	61.05583273
4617	EM* GGA 138                        	30.42002458	60.45913046
4618	V* V678 Per                        	32.3763985	57.96063393
4619	V* LL Per                          	33.71473888	57.49290462
4620	V* CR Per                          	32.46735801	57.9088851
4621	Case 538                           	30.3672998	58.30388058
4622	V* V661 Per                        	31.27454593	58.27304731
4623	HD 12993                           	32.26031121	57.93220817
4624	V* V784 Cas                        	32.60628217	59.97980142
4625	HD 12953                           	32.16907897	58.4236027
4626	V* PP Per                          	34.28429802	58.52971152
4627	V* TZ Per                          	33.4623451	58.38119698
4628	V* GL Cas                          	32.69321992	59.25369455
4629	V* V1003 Cas                       	32.89389194	59.10157588
4630	V* CS Per                          	32.80207024	58.71337507
4631	V* VX Per                          	31.95200251	58.44353905
4632	[NB54] 135                         	32.06566612	59.26566023
4633	V* V605 Cas                        	35.09359712	59.67136417
4634	HD 14403                           	35.40906551	58.78418778
4635	HD 14356                           	35.30120923	58.49067056
4636	HD 14383                           	35.35983618	58.54057534
4637	V* T Per                           	34.84115527	58.96120865
4638	V* S Per                           	35.71545994	58.58651521
4639	BD+59 459                          	34.78422979	59.74783765
4640	V* V550 Per                        	33.80540325	58.14231061
4641	HD 13716                           	33.91419753	57.76331858
4642	HD 13758                           	34.01846993	57.74490939
4643	V* KZ Per                          	33.78153647	58.06034593
4644	V* KX Per                          	32.59865203	58.21936865
4645	V* CZ Per                          	33.86167155	57.75328576
4646	V* UX Per                          	33.28119132	58.07995129
4647	V* V925 Cas                        	30.75186608	58.60348345
4648	IRAS 02053+5828                    	32.22575566	58.70794597
4649	IRAS 02147+5833                    	34.59507449	58.78575386
4650	V* V671 Cas                        	35.84403868	59.63359766
4651	V* V672 Cas                        	36.12480589	59.40851076
4652	V* V606 Cas                        	35.55891973	59.61476533
4653	HD 14442                           	35.54458346	59.54969281
4654	Ross 15                            	29.84797419	58.52114035
4655	HD 12098                           	30.1674087	58.5269722
4656	V* V924 Cas                        	30.23807205	58.61616075
4657	EM* VES 679                        	31.64988561	59.6638947
4658	NSV 765                            	34.1187532	58.26976418
4659	V* V518 Cas                        	34.35906503	59.72002941
4660	V* V601 Cas                        	33.38147343	60.43423139
4661	V* V604 Cas                        	34.77261594	59.69172949
4662	V* V1163 Cas                       	33.61092543	59.75331256
4663	V* V754 Per                        	30.86784681	58.90375651
4664	LAWD 12                            	34.38969438	57.11315302
4665	BD+56 481                          	34.39633186	57.08567539
4666	V* V757 Per                        	34.59603511	57.01020049
4667	BD+56 502                          	34.63657036	57.21102774
4668	BD+56 508                          	34.70007282	57.28552555
4669	NGC 869 963                        	34.7403424	57.13833119
4670	BD+56 515                          	34.72442083	57.13951039
4671	BD+56 518                          	34.74582721	57.15739727
4672	BD+56 520                          	34.75086002	57.14564246
4673	NGC 869 1004                       	34.75389438	57.15078106
4674	BD+56 529                          	34.80696489	57.12876793
4675	BD+56 548                          	35.16269972	57.31186049
4676	BD+56 563                          	35.43083046	57.12577754
4677	2MASS J02214964+5708215            	35.45689815	57.13931348
4678	NGC 884 2185                       	35.48153074	57.09963
4679	2MASS J02220081+5707320            	35.50341041	57.12555259
4680	HD 14443                           	35.50240177	57.14496352
4681	BD+56 571                          	35.50392552	57.13730887
4682	2MASS J02220303+5708054            	35.51268244	57.13484315
4683	Cl* NGC 884 W 251                  	35.51457505	57.11900294
4684	V* V619 Per                        	35.5116008	57.1402835
4685	EM* MWC 39                         	35.51902451	57.17746663
4686	V* V595 Per                        	35.53571063	57.12455387
4687	V* V621 Per                        	35.54045813	57.11730557
4688	BD+56 578                          	35.57370855	57.12350923
4689	BD+56 586                          	35.65123554	57.08177484
4690	* 10 Per                           	36.31678617	56.60982144
4691	V* BU Per                          	34.72204574	57.42132329
4692	V* AD Per                          	35.12084468	56.99312317
4693	V* RS Per                          	35.60122973	57.10947226
4694	V* LO Per                          	37.79326753	56.34666428
4695	V* FZ Per                          	35.24852231	57.15832387
4696	HD 14250                           	35.06551001	57.0986093
4697	EM* MWC 447                        	35.69572115	56.96830158
4698	Case 541                           	37.41558405	56.19171263
4699	V* V617 Per                        	34.77800468	57.14783433
4700	NGC 884 2094                       	35.43499111	57.14828392
4701	NGC 869 2242                       	35.51030481	57.15568104
4702	BD+56 557                          	35.32093679	57.14518386
4703	EM* GGA 161                        	35.35384786	57.19790346
4704	2MASS J02214671+5707269            	35.44469037	57.12414371
4705	2MASS J02215669+5712490            	35.48627843	57.21359738
4706	V* V620 Per                        	35.5373022	57.12358836
4707	2MASS J02221464+5706139            	35.56104595	57.10385415
4708	NGC 884 2377                       	35.58004453	57.19352147
4709	[BNM2013] 19.04 417                	35.60832116	57.11480601
4710	2MASS J02223965+5704497            	35.66525899	57.08045044
4711	HD 14707                           	36.11704509	58.30071048
4712	V* DU Per                          	38.18760345	58.24385322
4713	HD 15752                           	38.54769646	58.40549105
4714	V* PR Per                          	35.42670692	57.86281915
4715	HD 14956                           	36.69039878	57.67917941
4716	HD 15497                           	37.97239859	57.6976415
4717	BD+56 559                          	35.32531262	57.30613796
4718	HD 14422                           	35.46171344	57.38656771
4719	BD+56 582                          	35.59475106	57.28472824
4720	BD+56 590                          	35.70401878	57.15387976
4721	HD 14535                           	35.72290557	57.2451507
4722	HD 14542                           	35.75177518	57.3870053
4723	V* V439 Per                        	35.79610521	57.19943969
4724	V* V403 Per                        	35.85045625	57.21195559
4725	V* V441 Per                        	36.34108308	57.43726049
4726	HD 15450                           	37.83139425	56.89782899
4727	HD 236970                          	38.32648234	56.31801083
4728	V* DW Per                          	38.46902904	57.02749795
4729	V* DT Per                          	37.84639366	56.88260354
4730	V* DS Per                          	37.83349298	57.46060929
4731	V* DR Per                          	37.10774135	57.16852107
4732	V* DP Per                          	36.95358341	57.09777456
4733	V* DK Per                          	35.94009523	57.98988888
4734	V* YZ Per                          	39.60591607	57.04616613
4735	V* LR Per                          	38.19305891	56.49083019
4736	V* LQ Per                          	37.86583951	56.52765642
4737	V* LP Per                          	37.83303353	56.85262256
4738	BD+56 589                          	35.70768281	57.5117153
4739	RAFGL 341                          	38.251429	58.035065
4740	GD 283                             	38.87797228	57.25680479
4741	BD+56 584                          	35.62437885	57.20801032
4742	V* V508 Per                        	38.25471325	58.42702176
4743	V* V668 Per                        	36.43699983	58.07932239
4744	EM* GGA 172                        	37.05350389	58.61920586
4745	IRAS 02250+5812                    	37.18372148	58.43272582
4746	2MASS J02232288+5713099            	35.84539051	57.21943865
4747	EM* MWC 448                        	35.853852	57.31761028
4748	V* VY Per                          	36.89776037	58.91715457
4749	NSV 785                            	34.93644798	57.26083866
4750	NSV 789                            	35.15733874	57.01361745
4751	V* V489 Cas                        	39.60033504	58.40604096
4752	V* V490 Cas                        	39.64898729	57.84734297
4753	V* V618 Per                        	34.79932526	57.11136159
4754	V* V616 Per                        	34.76772092	57.16207005
4755	Cl* NGC 869 W 33                   	34.74925605	57.15379192
4756	NGC 869 893                        	34.71303488	57.14343121
4757	V* V382 Per                        	38.09464208	58.95624856
4758	NSV 830                            	37.1883	56.2147
4759	[ABC90] maa 46                     	38.43985558	57.32591177
4760	V* V615 Per                        	34.75686831	57.1219479
4761	EM* GGA 163                        	35.76743943	57.12743485
4762	2MASS J02211221+5712464            	35.30091735	57.21288801
4763	2MASS J02211723+5713568            	35.3218414	57.23245716
4764	2MASS J02212019+5706264            	35.33414972	57.10733996
4765	2MASS J02212272+5701241            	35.34467915	57.0233829
4766	2MASS J02212367+5706297            	35.34867325	57.10825354
4767	2MASS J02212483+5702249            	35.3534922	57.04026898
4768	2MASS J02212572+5704216            	35.35719377	57.0726838
4769	2MASS J02212842+5708343            	35.36846622	57.1428892
4770	2MASS J02213121+5717266            	35.38010181	57.29073999
4771	2MASS J02213375+5703556            	35.39067462	57.06545649
4772	2MASS J02214396+5718216            	35.43324444	57.30602002
4773	2MASS J02214297+5700538            	35.4290806	57.01492958
4774	2MASS J02214555+5705306            	35.43982443	57.09184178
4775	2MASS J02214595+5705009            	35.44151311	57.08358299
4776	2MASS J02214965+5701357            	35.45692776	57.02659083
4777	2MASS J02214992+5658001            	35.45804467	56.96670514
4778	2MASS J02215174+5715058            	35.46561626	57.25163903
4779	2MASS J02215693+5712203            	35.48726324	57.2056345
4780	2MASS J02220035+5704366            	35.50150973	57.07683884
4781	2MASS J02220278+5708525            	35.51162049	57.14790291
4782	2MASS J02220490+5706018            	35.52047187	57.1005208
4783	2MASS J02220495+5652102            	35.52067649	56.86952328
4784	2MASS J02220724+5712118            	35.53017984	57.20329654
4785	Cl* NGC 884 LAV 2002               	35.5399617	57.10922215
4786	2MASS J02221064+5706407            	35.54434425	57.11130421
4787	2MASS J02221113+5706240            	35.54641641	57.10666247
4788	2MASS J02221309+5701221            	35.55461237	57.02280645
4789	2MASS J02221369+5705173            	35.55712652	57.08812079
4790	Cl* NGC 884 W 108                  	35.56213219	57.16062073
4791	NGC 884 2351                       	35.56507053	57.22474653
4792	NGC 884 2372                       	35.57738885	57.19723389
4793	2MASS J02222242+5711030            	35.59344398	57.18414033
4794	Cl* NGC 884 W 90                   	35.59939646	57.1406039
4795	2MASS J02222725+5709073            	35.61359328	57.15201318
4796	TYC 3694-2217-1                    	35.61432983	57.05483107
4797	2MASS J02222901+5701436            	35.62096823	57.02875552
4798	2MASS J02223034+5703513            	35.62649177	57.06425808
4799	2MASS J02223598+5712322            	35.64995187	57.20895495
4800	2MASS J02223885+5711439            	35.661899	57.19552881
4801	2MASS J02224167+5710284            	35.67363121	57.17454568
4802	2MASS J02224744+5711268            	35.69772181	57.19077942
4803	NGC 884 2579                       	35.7095294	57.14739661
4804	TYC 3694-1698-1                    	35.736571	57.195617
4805	2MASS J02225741+5700321            	35.739247	57.00892434
4806	NGC 884 2622                       	35.75025621	57.20388253
4807	2MASS J02230406+5710087            	35.76697891	57.16911959
4808	2MASS J02230862+5707063            	35.7859389	57.11843151
4809	2MASS J02230922+5659480            	35.78851081	56.99664413
4810	2MASS J02231845+5715319            	35.82692971	57.25887457
4811	2MASS J02232908+5714100            	35.87125709	57.23611228
4812	2MASS J02233041+5702409            	35.87671801	57.04466569
4813	NGC 884 7009                       	35.43318479	57.13128684
4814	2MASS J02214670+5706323            	35.44466039	57.10897371
4815	2MASS J02215011+5706493            	35.45885169	57.11370347
4816	2MASS J02215760+5706166            	35.49008248	57.10460996
4817	2MASS J02220900+5709559            	35.53753072	57.16552159
4818	2MASS J02221114+5705461            	35.54642027	57.09613597
4819	[CCR2014] 3259                     	35.55254702	57.10102287
4820	2MASS J02221313+5707542            	35.55473631	57.13173619
4821	2MASS J02221618+5705399            	35.56749366	57.09440046
4822	[BNM2013] 18.04 576                	35.5719023	57.12576752
4823	2MASS J02221792+5706482            	35.57468298	57.11342004
4824	2MASS J02213297+5704345            	35.38736935	57.07625233
4825	2MASS J02214692+5709538            	35.44554791	57.16494876
4826	2MASS J02215857+5707112            	35.49405829	57.11978904
4827	2MASS J02215997+5705102            	35.49990292	57.08617414
4828	2MASS J02221604+5704511            	35.56690977	57.08083609
4829	2MASS J02220679+5704295            	35.52834625	57.07485609
4830	2MASS J02215036+5704359            	35.45986903	57.07665431
4831	TYC 3694-1799-1                    	35.56324979	57.16134405
4832	2MASS J02221774+5706138            	35.57397532	57.1038014
4833	NGC 884 2462                       	35.63655345	57.14494299
4834	NGC 884 2085                       	35.42890338	57.09183561
4835	Cl* NGC 884 LAV 2268               	35.7434487	57.0801853
4836	* 61 And                           	34.76855199	57.13549949
4837	BD+56 573                          	35.5268409	57.09028305
4838	BD+56 566                          	35.47058879	57.16637387
4839	EM* GGA 162                        	35.43530557	57.18118677
4840	TYC 3695-992-1                     	38.28414036	57.4696753
4841	BD+56 473                          	34.24045774	57.13020262
4842	BD+56 596                          	35.79841992	57.17214662
4843	Cl* NGC 884 W 26                   	35.54700496	57.10932075
4844	2MASS J02222323+5710057            	35.59679927	57.16823485
4845	2MASS J02231914+5656095            	35.82978596	56.93598824
4846	2MASS J02232199+5700257            	35.84164814	57.00712585
4847	2MASS J02211090+5659311            	35.29542911	56.99196659
4848	2MASS J02223791+5703116            	35.65803522	57.05323749
4849	2MASS J02211610+5717279            	35.31714426	57.29106868
4850	2MASS J02224398+5703538            	35.6832488	57.06495308
4851	2MASS J02220940+5704213            	35.53921598	57.0725808
4852	2MASS J02222770+5713320            	35.6154537	57.22556914
4853	2MASS J02222956+5709377            	35.62319455	57.16047905
4854	2MASS J02211842+5709267            	35.32679547	57.1574385
4855	UCAC4 736-026265                   	35.6007228	57.09691451
4856	2MASS J02230818+5701020            	35.78410917	57.01721156
4857	2MASS J02220303+5711192            	35.51265339	57.18866749
4858	2MASS J02215981+5715259            	35.4992718	57.2572084
4859	2MASS J02214253+5711168            	35.42726934	57.18800579
4860	2MASS J02231438+5711398            	35.81001767	57.19435029
4861	2MASS J02222992+5704345            	35.62477782	57.07624572
4862	2MASS J02223697+5711332            	35.65405642	57.19255954
4863	2MASS J02223456+5709477            	35.64400252	57.16326905
4864	2MASS J02223243+5705491            	35.6351649	57.0969637
4865	2MASS J02213800+5702168            	35.40836637	57.03802613
4866	[CCR2014] 13317                    	35.64480133	57.2111344
4867	2MASS J02223423+5703118            	35.6426836	57.05326699
4868	2MASS J02223065+5709363            	35.62775787	57.16008622
4869	[CCR2014] 2934                     	35.74543249	57.06261618
4870	2MASS J02215241+5702157            	35.46843264	57.03770199
4871	2MASS J02215497+5718426            	35.4791405	57.31184756
4872	2MASS J02210334+5702529            	35.26397054	57.04803279
4873	2MASS J02223734+5708198            	35.65562508	57.1388108
4874	2MASS J02213668+5712590            	35.40289415	57.21638683
4875	2MASS J02224259+5709547            	35.67749866	57.1651885
4876	2MASS J02232302+5714412            	35.84596232	57.24478455
4877	[CCR2014] 3080                     	35.51095092	57.05815625
4878	2MASS J02210618+5711360            	35.27576668	57.19334897
4879	2MASS J02221562+5709452            	35.56515074	57.16256601
4880	V* V363 Per                        	40.28266071	55.2165563
4881	V* VZ Per                          	39.6795181	55.76651439
4882	IRAS 02408+5431                    	41.10460729	54.73768264
4883	V* V871 Per                        	41.06630481	56.68216819
4884	HD 17378                           	42.37806882	57.08431839
4885	HD 17603                           	42.94915838	57.0484632
4886	HD 16641                           	40.56432189	56.56548391
4887	HD 17358                           	42.32537577	56.56127594
4888	V* ZZ Per                          	42.96681974	56.91499553
4889	V* W Per                           	42.65788594	56.98341594
4890	V* PT Per                          	40.71331059	56.69201498
4891	HD 16523                           	40.29864679	56.73048215
4892	NIKC 2-42                          	42.9108906	56.888491
4893	HD 18078                           	44.13337533	56.17817419
4894	V* EM Per                          	40.36625395	55.52409989
4895	V* EK Per                          	40.05458064	56.19499612
4896	V* EI Per                          	39.96329273	55.8978548
4897	V* DZ Per                          	38.98817688	56.14620072
4898	IRAS 02351+5630                    	39.69823351	56.71955094
4899	IRAS 02437+5451                    	41.83435824	55.06612533
4900	V* V671 Per                        	42.68842207	55.81692612
4901	HD 16691                           	40.7167748	56.90457303
4902	V* DX Per                          	38.70157596	56.29759728
4903	IRAS 02369+5703                    	40.14938651	57.27737479
4904	HD 17697                           	43.10770969	54.01110155
4905	V* ER Per                          	44.23234008	54.64328797
4906	V* EP Per                          	43.79825849	54.42962269
4907	LEE 252                            	43.22062992	54.40950772
4908	IRAS 02543+5434                    	44.50118659	54.7763907
4909	IRAS 02575+5351                    	45.31083109	54.06495339
4910	V* V673 Per                        	46.47043544	54.34836703
4911	IRAS 03032+5339                    	46.70505585	53.84403964
4912	IRAS 03063+5404                    	47.52043404	54.26064744
4913	* gam Per                          	46.19912809	53.50643576
4914	V* V877 Per                        	44.29181168	53.30053956
4915	V* V886 Per                        	46.9659541	55.07713932
4916	IRAS 03000+5240                    	45.90009623	52.86433632
4917	V* TU Per                          	47.27003988	53.19339822
4918	V* IM Per                          	47.92629589	52.21174526
4919	IRAS 03205+5223                    	51.06176918	52.56102957
4920	V* BO Per                          	47.01444023	53.64070944
4921	V* V572 Per                        	48.95281951	50.95589189
4922	V* VV Per                          	51.74468018	49.71623396
4923	* alf Per                          	51.08070872	49.86117929
4924	V* HT Per                          	49.82965652	51.41071557
4925	V* BH Per                          	52.11721247	50.45494762
4926	V* BG Per                          	51.57430829	50.5964941
4927	HD 21302                           	52.07743003	49.95287094
4928	IRAS 03187+5136                    	50.5964171	51.78854443
4929	IRAS 03237+5204                    	51.85852095	52.24733218
4930	IRAS 03270+5103                    	52.68581055	51.22635279
4931	IRAS 03290+5132                    	53.18783998	51.70785097
4932	IRAS 03319+5015                    	53.88833598	50.42502136
4933	V* V516 Per                        	52.22641817	50.27174607
4934	V* V732 Per                        	50.83010064	51.39150768
4935	HD 21479                           	52.46617052	49.21347244
4936	HD 21620                           	52.87224882	49.20977229
4937	V* V536 Per                        	52.20204246	49.19839246
4938	* psi Per                          	54.12241593	48.19263304
4939	V* BP Per                          	52.77799287	49.41292167
4940	V* BL Per                          	55.69624686	48.43337632
4941	V* V537 Per                        	53.12788667	49.17627342
4942	V* V689 Per                        	53.04260319	49.14132297
4943	V* V538 Per                        	53.21289321	49.84552168
4944	V* V539 Per                        	53.62228137	49.36208691
4945	V* V540 Per                        	54.09181185	49.1557821
4946	V* V541 Per                        	54.2235825	48.39944913
4947	V* V542 Per                        	55.14134752	48.07660804
4948	V* LZ Per                          	53.42330483	48.99488761
4949	IRAS 03335+4930                    	54.28648477	49.66586513
4950	V* V675 Per                        	55.20800995	49.69818742
4951	IRAS 03401+4907                    	55.95143686	49.28102292
4952	V* V532 Per                        	51.59261411	49.42708392
4953	IRAS 03300+4958                    	53.40464712	50.13684376
4954	IRAS 03342+5024                    	54.47570615	50.57509388
4955	V* V412 Per                        	52.25465706	49.41485154
4956	V* V534 Per                        	51.96266872	49.20278818
4957	V* V630 Per                        	52.09392184	49.24149026
4958	V* V602 Per                        	52.36124734	49.34315855
4959	V* V543 Per                        	56.43100021	46.30119844
4960	IRAS 03394+4621                    	55.74990598	46.51480214
4961	IRAS 03404+4652                    	56.00470338	47.03732619
4962	V* MR Per                          	57.69591554	48.20997353
4963	V* MO Per                          	56.4871	46.8075
4964	V* MM Per                          	56.34730735	48.08348324
4965	V* FH Per                          	58.66410835	47.11085327
4966	V* FG Per                          	58.37590283	47.65088628
4967	V* FF Per                          	58.15238043	47.48117083
4968	V* MQ Per                          	57.45199402	46.14086895
4969	IRAS 03499+4633                    	58.37380091	46.71305848
4970	* del Per                          	55.73126773	47.78754851
4971	SV* SON 10622                      	56.375	46.1333
4972	V* V738 Per                        	57.73470685	47.24316386
4973	V* FK Per                          	59.25212762	44.53481091
4974	V* EY Per                          	58.00194099	44.82450633
4975	V* AQ Per                          	59.50059103	44.16981347
4976	HD 24560                           	59.08484003	44.93748811
4977	V* MV Per                          	60.98300651	44.47174409
4978	V* HW Per                          	59.69197953	44.73498816
4979	V* FN Per                          	61.07168709	45.42772523
4980	RAFGL 5110                         	59.79912785	44.21955547
4981	V* FL Per                          	59.90524391	46.46238712
4982	NSV 1338                           	57.35	45.5167
4983	NSV 1380                           	57.875	45.4667
4984	V* V415 Per                        	60.83994245	45.75937596
4985	TYC 2876-1944-1                    	59.81975595	44.07122347
4986	SV* VB 5                           	61.875	44.6367
4987	SV* VB 4                           	62.0708	44.4367
4988	V* V583 Per                        	62.60441362	42.17396753
4989	V* IY Per                          	61.98930255	43.01322915
4990	V* SW Per                          	62.71633943	42.20959871
4991	HD 27026                           	64.53378922	42.14116249
4992	HD 26420                           	63.1519278	42.11842665
4993	BC 90                              	64.44716962	42.19261665
4994	IRC +40073                         	61.98999136	42.22205807
4995	HD 186121                          	295.1714587	43.07782705
4996	V* V1133 Cyg                       	293.5763958	42.920651
4997	V* V462 Cyg                        	295.013633	43.89892073
4998	V* V461 Cyg                        	293.1964959	43.11754641
4999	IRAS 19375+4322                    	294.7865497	43.49856046
5000	IRC +40354                         	294.8431032	43.24141503
5001	IRAS 19380+4450                    	294.9042	44.96
5002	IRAS 19428+4316                    	296.1235613	43.40073317
5003	HD 184483                          	293.1997618	43.4320394
5004	HD 184695                          	293.4463969	43.51733832
5005	V* V1264 Cyg                       	293.6830382	43.94585341
5006	StM 492                            	293.6268675	42.53832976
5007	KIC 7966601                        	294.0990158	43.74900883
5008	TYC 3148-1360-1                    	295.8913434	44.1054412
5009	TYC 3148-1402-1                    	296.731238	43.84105071
5010	ROTSE1 J193150.88+424504.9         	292.9639649	42.75213554
5011	ROTSE1 J194111.35+444315.3         	295.2985391	44.72168684
5012	ROTSE1 J193959.56+444448.4         	294.9976477	44.74711504
5013	ROTSE1 J193835.80+434130.6         	294.6495629	43.69207749
5014	IRAS 19394+4420                    	295.2470544	44.46326568
5015	V* V2299 Cyg                       	296.815745	44.45201237
5016	IRAS 19375+4316                    	294.7854067	43.39706149
5017	V* V995 Cyg                        	297.1434578	46.22845615
5018	EM* StHA 169                       	297.4899667	46.25570549
5019	V* V2094 Cyg                       	298.8002031	46.66556275
5020	IRAS 19441+4520                    	296.4314996	45.46201224
5021	V* V381 Cyg                        	298.6241755	46.06425939
5022	IRAS 19429+4521                    	296.1164276	45.48616941
5023	IRAS 19471+4557                    	297.1715487	46.09296815
5024	IRAS 19480+4630                    	297.398693	46.62862024
5025	IRAS 19511+4522                    	298.1895922	45.50029784
5026	IRAS 19514+4627                    	298.2435485	46.58424962
5027	IRAS 19523+4538                    	298.4708	45.7667
5028	V* V464 Cyg                        	296.7416783	46.50887334
5029	NSV 12573                          	298.7841327	46.34584608
5030	V* V2304 Cyg                       	298.2219893	46.36279475
5031	* del Cyg                          	296.2436606	45.13081002
5032	V* V1580 Cyg                       	296.0015665	45.44812331
5033	HD 186155                          	295.2091005	45.52494087
5034	TYC 3148-711-1                     	296.5178713	44.71050254
5035	BD+44 3245                         	296.6276208	44.93374928
5036	NSV 12423                          	296.9458	44.875
5037	ROTSE1 J194041.31+450740.1         	295.1731895	45.12876741
5038	NSV 12479                          	297.7271303	45.35228373
5039	AN 405.1934                        	297.2417	45.21
5040	AN 29.1934                         	299.7	46.62
5041	BD+48 3008                         	300.5480999	49.1231755
5042	V* V759 Cyg                        	300.1119281	48.99378894
5043	HD 188252                          	298.0298613	47.93179334
5044	HD 188439                          	298.2551924	47.8077197
5045	HD 189636                          	299.7162287	47.36338496
5046	IRAS 19513+4727                    	298.2055409	47.58589463
5047	IRAS 19533+4819                    	298.6958372	48.45284047
5048	IRAS 19533+4745                    	298.7114731	47.89686331
5049	IRAS 19563+4648                    	299.4677533	46.94792261
5050	IRAS 19569+4719                    	299.6161562	47.45865004
5051	IRAS 19578+4716                    	299.8478396	47.41667695
5052	V* V2309 Cyg                       	299.9126755	47.52568039
5053	V* V2518 Cyg                       	299.9047651	48.56868498
5054	V* V2307 Cyg                       	299.6181169	47.10278677
5055	V* V2308 Cyg                       	299.7998475	48.72592518
5056	V* V2310 Cyg                       	300.939969	47.70464066
5057	HD 189428                          	299.4961553	46.80248203
5058	V* V2305 Cyg                       	298.4496623	47.19539433
5059	KOI-7253                           	299.5865414	46.76553106
5060	IRAS 19499+4817                    	297.8510522	48.42244739
5061	TYC 3562-805-1                     	298.4266717	47.97423073
5062	TYC 3562-1866-1                    	298.1488421	47.27719433
5063	BD+50 2999                         	302.4862014	51.3204502
5064	V* BU Cyg                          	301.3790623	50.36673622
5065	V* V2115 Cyg                       	304.7023033	50.89707709
5066	V* CX Cyg                          	302.6814249	49.83253864
5067	V* Z Cyg                           	300.3646186	50.0423975
5068	V* V1822 Cyg                       	302.675073	50.04518377
5069	IRAS 19574+4941                    	299.7287859	49.83045372
5070	IRAS 20047+5025                    	301.5502197	50.56983343
5071	IRAS 20083+5018                    	302.4418369	50.45842641
5072	V* AC Cyg                          	303.2075293	49.45087077
5073	V* V2109 Cyg                       	302.2100824	48.91094762
5074	V* V2473 Cyg                       	302.4410168	48.86853423
5075	LEE 320                            	304.0257127	49.91877429
5076	SN 2006eu                          	300.71312	49.31731
5077	V* V1045 Cyg                       	303.7509653	52.62257396
5078	V* V1044 Cyg                       	303.7066739	52.69618736
5079	V* V763 Cyg                        	302.377313	52.21530127
5080	V* V1048 Cyg                       	305.7377295	52.54666454
5081	V* V1047 Cyg                       	304.4083664	52.97956941
5082	V* V769 Cyg                        	304.6892946	53.52346241
5083	V* V767 Cyg                        	304.20821	53.20683
5084	V* V563 Cyg                        	307.2253028	52.54969599
5085	V* V364 Cyg                        	304.8212258	53.69144823
5086	V* V1189 Cyg                       	304.0284181	51.94057479
5087	V* V1188 Cyg                       	304.0292139	52.14041133
5088	V* V559 Cyg                        	303.9746403	51.85973482
5089	V* V561 Cyg                        	306.4925656	52.14477551
5090	V* V1180 Cyg                       	302.5636891	52.06195194
5091	IRAS 20199+5226                    	305.3262831	52.60312518
5092	V* V2184 Cyg                       	305.4562521	53.02338818
5093	V* V1516 Cyg                       	306.3818866	52.34263818
5094	V* V1974 Cyg                       	307.63171	52.63092
5095	V* V2112 Cyg                       	302.6368889	52.38507733
5096	V* V1369 Cyg                       	302.791185	51.61585262
5097	NSV 13107                          	307.1440234	52.63361785
5098	V* V2182 Cyg                       	303.6202245	52.99166483
5099	AN 444.1934                        	302.7042	52.3183
5100	V* V365 Cyg                        	305.6673723	52.016134
5101	HD 194883                          	306.3867158	54.68420167
5102	V* V2124 Cyg                       	308.2774389	54.45696643
5103	V* V1196 Cyg                       	306.1715877	54.50045545
5104	V* V1054 Cyg                       	310.1548752	54.25575582
5105	V* V1052 Cyg                       	309.0265674	54.52839277
5106	V* V1050 Cyg                       	307.3198383	54.50425186
5107	V* V828 Cyg                        	309.476543	54.49864242
5108	V* V776 Cyg                        	308.3421993	55.32737266
5109	V* V772 Cyg                        	305.8808177	54.18698492
5110	V* V564 Cyg                        	307.8396048	54.88123465
5111	V* BY Cyg                          	309.0778957	54.65310301
5112	V* BV Cyg                          	308.1863856	54.28779027
5113	V* ST Cyg                          	308.1394617	54.95011007
5114	V* V1202 Cyg                       	309.7540558	53.5260383
5115	V* V1199 Cyg                       	308.5334388	53.03450248
5116	V* V1049 Cyg                       	306.472718	53.7784292
5117	RAFGL 2613                         	308.8658513	53.82295508
5118	IRAS 20323+5439                    	308.4178297	54.83056706
5119	IRAS 20380+5358                    	309.8687459	54.14876463
5120	C* 3308                            	308.8548292	53.92968757
5121	V* V1787 Cyg                       	309.4387311	55.27525608
5122	BC 18                              	308.3276862	52.75560229
5123	V* V1518 Cyg                       	307.4576156	53.04177434
5124	V* V1520 Cyg                       	307.8076113	55.46811456
5125	V* V1519 Cyg                       	307.9499542	53.80139277
5126	NSV 13032                          	305.1227015	53.85923141
5127	AN 448.1934                        	306.9333	54.1633
5128	SV* SON 7912                       	308.4	55.3167
5129	V* V2196 Cyg                       	311.0236554	54.56445468
5130	V* V2532 Cyg                       	305.7153883	54.29880359
5131	IRAS 20234+5444                    	306.1867491	54.90460813
5132	V* V379 Cep                        	310.8070171	57.11399184
