EID	aperture	FoV	pixel_scale	tracking accuracy (")	limiting magnitude (mag)	elevation limit (deg)	"mount type (german, fork, theodolite)"	camera_type_1	camera_type_2	Johnson B	Johnson V	Johnson R	SDSS u	SDSS g	SDSS r	SDSS i	SDSS z
1019	4.426160008	328.73128	1.459594863	0.910957672	22.00624508	22.0113718	theodolite	colored	cooled	y	y	n	y	y	y	y	y
1020	6.062145581	290.3204669	0.389598432	0.748599284	13.47330638	13.01934592	fork	mono	uncooled	y	n	y	y	y	n	y	y
1021	2.845822556	515.1695604	1.461103347	0.742252961	24.76202231	30.58689197	fork	mono	cooled	y	y	y	y	y	y	y	y
1022	6.199988646	308.4405225	2.247900902	0.528365113	21.68264276	33.42698666	fork	mono	cooled	y	y	y	y	y	y	y	n
1023	6.553195377	433.0238307	1.795174401	0.909625279	19.71345263	20.50834751	theodolite	colored	cooled	y	n	y	y	y	y	y	y
1024	4.770441418	323.4242073	0.23721623	0.254085022	10.50284151	14.0418366	theodolite	mono	cooled	n	y	n	y	y	y	y	n
1025	4.78836355	406.7297198	1.536493772	0.389006593	15.56713494	19.94409785	fork	colored	cooled	y	y	y	y	y	y	y	y
1026	9.48744804	455.7535306	2.136944791	0.175088206	22.84741985	22.51944102	fork	mono	cooled	y	y	y	y	n	y	y	y
1027	5.322217646	256.8642211	2.640636966	0.178525829	12.37540573	33.01346363	german	mono	cooled	y	n	y	y	y	n	y	n
1028	4.900771573	364.043315	1.416025292	0.599530774	17.55844242	16.11519568	german	mono	cooled	y	y	y	y	y	n	y	y
1029	5.797168932	94.26027874	0.460303283	0.893922663	21.60804842	20.81522336	theodolite	mono	cooled	y	y	y	y	y	n	y	y
1030	1.809936552	412.4004308	0.743791421	0.43070364	10.77277184	30.85070483	fork	mono	cooled	y	n	y	y	y	y	y	y
1031	6.27927386	173.9223496	2.561716035	0.221308378	16.4412004	19.48492777	german	mono	cooled	y	n	y	y	y	n	y	y
1032	5.758063741	588.6977807	2.967887362	0.501887347	9.573629529	15.05009678	fork	mono	cooled	y	y	n	y	y	y	y	y
1033	2.935486441	471.1775457	2.169395299	0.969369444	14.80853746	33.47413947	german	mono	cooled	y	y	y	y	y	y	n	n
1034	6.940807845	312.2336982	2.085026219	0.25984984	21.26845982	33.67668298	fork	mono	cooled	n	y	n	n	y	y	y	y
1035	4.146128805	231.8571822	2.153519263	0.445622744	15.78873667	23.68245984	german	mono	cooled	y	y	y	y	y	y	y	n
1036	0.485777785	508.6366993	0.231373582	0.269527366	24.97084991	31.22457163	fork	mono	cooled	n	y	y	y	y	y	n	y
1037	6.413917493	188.4908186	1.533690833	0.986941071	23.07782148	17.10339021	fork	colored	cooled	y	y	y	n	y	y	y	y
1038	7.673910469	357.3610579	0.86685901	0.158131269	23.95355595	25.39401564	german	mono	uncooled	y	n	n	n	n	y	y	n
1039	3.083635247	551.7881781	2.345021468	0.500280124	9.734174739	31.69141359	german	mono	cooled	n	y	y	n	y	n	y	y
1040	9.789743485	93.67996705	0.923434479	0.893091361	12.44643339	27.13593474	fork	colored	cooled	y	y	y	y	y	y	y	y
1041	9.375653048	374.8412735	1.992303431	0.592394309	19.49986311	26.28376588	german	mono	uncooled	y	n	y	n	y	n	n	y
1042	7.212648235	308.6244568	0.831926587	0.15640244	15.97871917	16.74378594	theodolite	mono	cooled	y	n	y	y	y	y	y	y
1043	0.843917712	392.6247778	1.724793778	0.481375648	22.6283822	29.45845507	fork	colored	cooled	y	y	y	y	y	n	y	y
1044	7.715973736	538.6155405	1.879760411	0.242866908	12.65498127	14.98792894	german	mono	cooled	y	n	n	y	y	y	y	n
1045	5.597067185	519.4772837	2.872107062	0.264106675	10.52416647	23.02497449	fork	mono	cooled	n	y	n	n	y	y	y	y
1046	7.236241115	457.8837749	2.00447456	0.890001815	20.12339297	14.44143723	german	mono	cooled	y	n	n	y	y	y	y	n
1047	8.186745891	448.7715924	1.663211316	0.488273703	11.66415185	18.76722108	fork	colored	cooled	y	y	y	y	y	n	y	y
1048	8.009010112	375.6498328	0.149036509	0.181321035	9.522500772	17.07853547	fork	mono	cooled	y	y	y	y	y	n	y	y
1049	3.129774503	35.51679003	2.429087997	0.7140083	13.55377098	15.18527236	theodolite	colored	cooled	y	y	y	n	y	y	n	y
1050	1.220552014	259.2690453	2.255600442	0.250667481	17.74453683	27.09944856	fork	mono	uncooled	y	y	y	y	y	y	n	y
1051	4.027500547	134.4668874	2.417500234	0.228384077	16.74708241	16.13500058	fork	colored	cooled	y	y	y	y	y	y	y	y
1052	0.89249569	33.50084067	1.781441235	0.766296443	14.58505653	34.1444995	fork	colored	uncooled	y	y	y	y	y	n	n	y
1053	1.451533767	596.4665033	2.850472919	0.8211965	14.37317595	18.34403562	german	colored	cooled	y	y	y	y	y	n	y	y
1054	3.778464847	211.303952	1.527217872	0.283724096	19.44898899	25.40961901	german	mono	cooled	y	n	y	n	y	y	y	y
1055	5.925142485	251.4551185	2.721694918	0.451703704	17.90426153	13.73179965	fork	colored	cooled	y	y	y	y	y	n	y	y
1056	6.964303021	399.7112951	2.657629088	0.730246355	16.64620342	28.00211596	fork	mono	cooled	y	y	y	y	n	y	n	n
1057	6.05499508	569.9233925	0.556363862	0.880123213	17.95105695	20.78728086	fork	mono	cooled	n	y	y	y	y	y	y	y
1058	3.047107547	271.0215941	2.168728383	0.722560318	19.18865427	22.98555851	fork	mono	cooled	y	y	y	y	n	y	n	y
1059	8.769521109	307.9124483	0.146224448	0.465288964	15.05989063	29.34824261	fork	mono	cooled	y	n	n	y	n	n	y	y
1060	9.52441366	405.7434441	1.702190671	0.866653036	8.289344332	14.22995194	theodolite	colored	cooled	y	y	y	y	y	y	y	y
1061	0.159989514	519.57657	2.285242735	0.298031335	20.24468404	34.55859954	german	mono	cooled	y	y	y	y	y	y	y	y
1062	2.944108302	500.6370852	2.496100611	0.322660598	15.45605764	14.894916	theodolite	mono	cooled	y	y	y	y	y	n	n	y
1063	9.906777	495.9356093	0.793845217	0.299204518	13.82996097	31.5400444	theodolite	mono	cooled	y	y	y	y	y	y	y	n
1064	8.342821589	545.8293258	2.466356923	0.339789838	13.25701235	19.70686145	fork	colored	cooled	y	y	n	n	y	y	n	y
1065	5.4011365	420.6975499	2.2983004	0.432219175	23.63190914	28.03999756	theodolite	mono	cooled	y	y	n	y	y	y	y	y
1066	5.904814544	306.8483816	2.775996899	0.241268438	15.79182412	26.66888386	fork	mono	cooled	y	n	y	n	n	y	y	n
1067	4.451415681	68.55493152	0.312515214	0.217273895	13.68024337	21.13814151	fork	mono	cooled	y	n	y	y	y	y	y	y
1068	2.745360481	361.845996	1.389850291	0.212516504	18.88645486	14.52695673	theodolite	mono	cooled	y	y	y	y	y	y	n	n
1069	2.695060017	585.3434924	2.89072365	0.840662777	15.46190605	31.65541056	fork	mono	cooled	y	y	y	y	n	y	y	y
1070	8.490283936	88.86028011	2.136322954	0.511616059	8.533268764	27.46107382	fork	mono	cooled	y	y	y	n	y	y	y	y
1071	4.073893692	457.1849332	2.435338161	0.82640699	20.63517415	20.81631687	german	mono	cooled	y	y	n	y	n	y	n	n
1072	5.351265517	227.161266	0.557736626	0.161208918	12.28171815	16.91399287	german	colored	cooled	y	n	y	y	y	n	y	y
1073	8.891883866	478.7239528	1.272241631	0.587998018	16.18766903	32.55114222	fork	mono	cooled	n	y	y	n	y	y	y	y
1074	8.238226644	199.383636	2.46310338	0.215363207	24.23275397	23.35293901	theodolite	mono	cooled	y	y	n	n	n	n	n	y
1075	6.801700993	275.9722792	0.430830129	0.208620155	16.05843302	30.72279945	theodolite	mono	cooled	y	y	y	y	y	y	y	y
1076	6.385676563	397.7641181	1.44815743	0.202638569	15.44455222	34.75514346	fork	mono	cooled	y	y	y	n	y	n	y	y
1077	2.682920041	18.6107544	0.714897793	0.836058741	14.62753787	12.81555985	german	colored	cooled	n	y	y	y	n	y	n	y
1078	9.218661379	531.4941447	1.825380001	0.255225191	21.77087361	22.93173189	fork	mono	cooled	y	y	y	y	n	n	y	y
1079	4.681434354	114.0649432	2.297307242	0.723469332	18.97458263	16.31260744	fork	mono	cooled	n	n	y	n	y	y	y	y
1080	6.841249072	56.5531173	0.149755415	0.265143957	13.42111848	18.0820684	german	mono	cooled	y	y	y	y	y	y	y	y
1081	2.01009136	108.3274893	2.192863747	0.996171393	21.45731395	16.98205893	fork	mono	cooled	y	y	y	y	n	y	n	y
1082	7.968689701	215.3322097	0.362887402	0.138844627	10.41843282	32.2375739	fork	mono	uncooled	n	n	y	y	y	y	n	n
1083	6.055041549	381.0673801	2.09597288	0.615089453	19.79329412	28.77326132	theodolite	colored	cooled	y	y	y	y	y	y	y	y
1084	4.912756866	240.346962	2.373564262	0.732196198	18.5812595	21.59937982	german	mono	cooled	n	y	y	y	y	y	y	y
1085	2.149755204	77.11221215	1.20646033	0.619679533	24.09959917	26.39149967	german	colored	cooled	y	n	y	y	y	y	y	y
1086	2.453839987	469.0657124	1.027945649	0.15524389	9.397012713	24.11892344	german	mono	cooled	y	n	y	y	n	y	y	y
1087	7.752328744	561.304592	1.385742767	0.685306407	10.83059311	32.95851175	fork	mono	cooled	y	y	y	y	y	y	y	y
1088	9.380766939	301.6402719	0.394812165	0.287642092	22.83566936	31.45023021	german	mono	cooled	y	y	y	y	y	y	y	n
1089	7.081317594	388.157653	1.963181063	0.552455974	21.8953205	12.30910928	fork	colored	cooled	y	y	y	y	y	y	y	y
1090	6.949286992	182.3190521	2.18296389	0.815336363	17.68886487	13.11887942	theodolite	mono	cooled	y	y	y	y	n	y	y	y
1091	7.202787604	394.4275311	1.839536759	0.494185919	14.8665833	31.76418274	fork	mono	cooled	y	y	y	y	y	y	n	n
1092	7.513006684	53.55638507	2.567525688	0.571510843	20.62050888	24.92598823	fork	mono	cooled	n	y	y	n	y	y	y	y
1093	9.857844108	475.4099115	2.982506219	0.265050744	19.60650701	29.56169747	german	colored	cooled	y	y	y	y	n	y	y	n
1094	9.659346488	56.23353411	1.673592621	0.873702077	11.60442876	18.11549761	german	mono	cooled	y	y	n	y	n	y	y	y
1095	4.510885006	477.6815508	1.183635752	0.760479891	13.43151096	22.18141176	german	mono	uncooled	y	y	n	n	n	y	n	y
1096	1.795329962	586.96087	0.543396766	0.581421188	9.574883211	29.55605271	fork	colored	cooled	y	n	y	y	y	y	y	y
1097	7.070694641	102.1778289	2.962675823	0.440619388	20.50096313	33.36866884	german	mono	uncooled	y	y	y	y	y	y	y	y
1098	2.996819834	486.6236664	2.383090086	0.588743226	11.47262109	16.04528437	fork	mono	cooled	y	y	y	y	y	y	y	y
1099	4.1963729	541.3755479	0.569223047	0.151074264	8.433728888	17.19080418	german	mono	cooled	y	n	y	y	n	y	y	y
1100	8.539206518	553.6413494	1.493992486	0.304363687	12.80943156	30.36548259	fork	mono	uncooled	y	y	y	y	y	y	y	n
1101	1.815813855	462.434794	0.213562088	0.917906545	13.88522528	12.47856423	fork	mono	cooled	n	y	y	y	y	y	y	y
1102	6.58728398	12.64526702	2.955307776	0.524674793	21.4382702	21.61236929	fork	mono	cooled	y	y	y	n	n	y	y	y
1103	1.735301693	88.86710133	0.567316951	0.224282569	18.91774404	14.30759156	theodolite	mono	cooled	y	y	n	y	y	y	n	y
1104	4.108848157	412.780138	1.532314506	0.219903072	18.06885963	32.17644597	fork	mono	uncooled	y	y	y	y	y	y	y	y
1105	1.534041965	391.5507493	1.290256552	0.220267785	22.05719288	17.99859079	german	mono	cooled	y	y	y	y	y	n	n	n
1106	2.468466751	460.5758467	2.305720983	0.227117385	14.84254155	15.05083971	german	mono	cooled	n	y	y	y	y	n	y	y
1107	6.135443649	31.18392539	1.563387776	0.533775723	24.90352428	15.36483706	fork	colored	cooled	y	y	y	y	y	y	y	y
1108	6.578105927	432.0599608	2.230448066	0.821573927	19.87533658	29.00147799	german	mono	cooled	y	y	n	y	y	y	y	y
1109	2.280127132	101.0342036	2.006936106	0.412019133	16.65212873	12.81405542	fork	mono	cooled	n	n	y	y	y	y	y	n
1110	6.653948095	529.8368206	2.829303979	0.333500579	19.59451366	32.67872467	german	mono	cooled	y	y	y	y	y	n	y	n
1111	5.87139816	137.399136	1.471587059	0.216697955	8.546087229	28.40337342	german	mono	cooled	y	y	y	n	y	y	n	y
1112	5.082749334	292.4194041	2.026325774	0.490895613	14.74552407	19.89594003	fork	mono	cooled	y	y	y	y	y	n	y	y
1113	4.183599095	254.0811432	2.827787216	0.676936263	24.06549088	24.57145494	german	mono	cooled	y	y	y	y	y	y	y	y
1114	2.772805576	322.4364233	1.140353771	0.804852086	14.08931362	21.96439062	theodolite	mono	cooled	y	y	y	n	y	y	y	y
1115	6.348028121	393.6132155	1.460723132	0.362891711	13.82821823	30.28156556	german	mono	cooled	y	y	y	n	y	n	n	y
1116	0.454640977	345.3285705	0.362117037	0.410640148	9.045675181	25.44175627	german	colored	cooled	y	y	y	n	y	y	y	n
1117	6.346489828	504.1866504	0.856132783	0.278227181	20.50676417	22.37388112	fork	mono	cooled	y	y	y	y	y	y	y	y
1118	5.535195355	135.9574633	1.935996168	0.71174464	11.86039223	32.80320609	fork	mono	cooled	y	y	y	y	y	n	y	y
1119	5.646538055	369.9939152	2.567165785	0.167305763	12.78597292	30.72593375	german	colored	cooled	y	y	y	y	n	y	y	y
1120	2.217913423	289.6245065	0.84882738	0.927315213	13.66395561	22.40664667	fork	mono	uncooled	y	y	y	y	n	y	n	y
1121	8.242772057	367.9314992	1.479232933	0.298460425	10.52441696	34.20767567	theodolite	mono	uncooled	y	y	y	n	y	y	y	y
1122	3.314614846	2.434147814	2.531819376	0.827532184	10.87620357	14.24227369	theodolite	mono	cooled	y	y	n	y	y	n	y	n
1123	5.30445617	577.5849183	2.93258008	0.364160787	23.20339235	28.38675126	german	colored	cooled	y	n	y	n	y	y	y	y
1124	0.208062508	264.0538231	1.50016804	0.38783545	24.2866722	23.67232548	german	colored	cooled	n	y	n	y	y	y	y	n
1125	1.805701322	283.4024008	2.550201616	0.236681857	21.90264287	27.91956815	theodolite	mono	cooled	y	y	n	y	y	n	n	n
1126	9.089248932	109.4521479	1.552938414	0.273965301	23.80090033	28.07133167	german	colored	cooled	y	y	y	n	y	y	y	y
1127	7.631128939	88.19686863	1.72643649	0.869552446	10.73557898	30.38593009	fork	mono	cooled	n	y	y	y	y	y	y	y
1128	8.996243499	397.4705393	2.990334746	0.139036194	13.85427025	24.51566016	fork	mono	cooled	y	y	y	y	y	y	y	n
1129	1.840268163	586.717938	0.580803185	0.992154254	16.08732423	16.4766118	fork	colored	cooled	n	y	y	y	n	y	n	y
1130	4.765993116	371.5393189	0.148500912	0.231492154	11.76838739	30.61264437	german	mono	uncooled	y	y	y	y	y	y	y	y
1131	6.697166752	560.8515144	1.785394676	0.135697129	20.88027964	20.57524409	theodolite	mono	cooled	y	n	y	n	y	n	y	n
1132	2.783085609	187.9667083	0.883226258	0.821979522	19.6104301	29.62457747	fork	mono	cooled	y	y	y	y	y	y	n	n
1133	1.882829319	451.4177107	1.510735057	0.358150428	15.38199608	19.5179992	fork	colored	cooled	y	n	y	y	y	y	y	n
1134	2.84489556	238.673381	1.306521319	0.780706693	9.690872504	34.37822545	fork	mono	cooled	y	y	y	y	y	y	y	n
1135	5.607706826	485.2298621	2.032511166	0.554247669	20.66853896	29.20396724	theodolite	mono	cooled	y	n	y	y	y	y	y	n
1136	4.961334592	580.3434327	1.749110894	0.816291384	11.66869125	30.85955793	german	mono	cooled	y	y	y	y	n	y	y	y
1137	7.602823001	359.5163821	2.077650275	0.281764501	11.39402561	15.15047861	german	mono	cooled	y	y	y	y	y	y	y	n
1138	8.489700627	472.3354058	0.856878264	0.384620388	16.30499137	25.79312925	fork	mono	cooled	n	y	y	y	n	n	y	y
1139	4.572084065	117.9737058	0.262137241	0.411674889	13.682301	18.44967013	fork	colored	cooled	n	y	n	y	y	y	y	y
1140	6.217366687	60.0133763	2.222158917	0.243435241	15.80937246	23.5255242	theodolite	mono	cooled	y	y	y	y	y	y	y	n
1141	0.446618949	431.7447748	2.057407991	0.125723438	23.17204105	25.53940571	fork	mono	cooled	y	n	y	y	y	y	y	y
1142	8.542045639	171.0957453	1.516523722	0.97139344	13.91279804	27.9404611	theodolite	mono	cooled	y	n	n	n	y	n	n	y
1143	3.560270501	400.6239635	2.012908623	0.887626452	13.37477619	16.93828813	theodolite	colored	cooled	y	y	y	y	y	y	y	y
1144	2.512773752	510.6613176	1.787713251	0.349140662	17.91564485	32.50872697	fork	mono	cooled	y	y	y	y	n	y	n	n
1145	2.507517796	210.7894247	0.933853585	0.808190912	10.46722265	29.77331348	fork	mono	cooled	n	y	y	y	y	y	y	n
1146	8.185135388	233.468277	1.747801326	0.436576577	15.78021742	12.34432202	fork	mono	cooled	y	y	y	y	y	y	y	y
1147	0.604164845	460.4970419	0.835566188	0.573326678	20.90459873	16.51168886	german	mono	cooled	y	y	y	y	y	y	y	y
1148	2.854632255	337.5240574	1.11304948	0.876423751	11.4256951	32.79199727	theodolite	mono	uncooled	y	n	y	y	n	y	y	y
1149	2.261606669	30.75266057	0.742403946	0.600548874	17.87350409	19.72136139	german	mono	cooled	y	y	y	y	y	y	y	y
1150	9.663009829	31.43402322	2.359792489	0.813759918	17.50222864	15.75057183	german	mono	cooled	y	y	y	n	y	y	y	y
1151	5.18119254	324.2161614	0.203421549	0.456482391	16.01898312	26.55494203	fork	mono	cooled	n	n	y	y	n	y	y	y
1152	1.494612415	319.7243111	0.780053395	0.944599412	9.457498084	22.9394601	fork	colored	cooled	y	y	y	n	y	y	y	y
1153	0.737362392	326.6860093	2.757536506	0.486229317	14.54523305	23.44732687	german	mono	cooled	y	y	y	y	y	y	y	n
1154	8.778989127	377.4691144	0.279626124	0.278338803	11.83090946	18.71775664	fork	mono	cooled	n	y	y	y	y	y	n	y
1155	2.279122859	185.381587	0.480811683	0.279851859	8.409385786	20.58416762	german	mono	cooled	n	y	y	y	y	y	y	n
1156	7.541825043	289.8675133	0.917726791	0.74277103	11.53197019	16.83544719	fork	colored	cooled	y	y	y	y	y	y	y	y
1157	4.881504821	471.6079782	1.056808101	0.737639743	14.86019743	30.49466907	fork	colored	cooled	y	y	y	y	n	y	y	y
1158	7.340224603	466.1188681	2.758093742	0.709322862	8.007065143	22.05583883	german	mono	cooled	y	y	y	y	y	y	y	n
1159	5.335069769	175.1632941	1.494341265	0.941860309	16.58685918	24.42998315	fork	mono	cooled	y	y	y	y	y	y	n	y
1160	0.835478124	207.3950408	1.903694734	0.902564004	23.99782453	17.75290372	german	mono	uncooled	y	y	y	y	y	y	n	y
1161	8.802204901	9.997023748	2.936951787	0.472129738	18.31986614	34.93737978	theodolite	colored	cooled	y	y	y	n	n	y	y	y
1162	5.299445442	116.058362	1.398390629	0.721052498	16.38440918	25.88368499	fork	mono	cooled	y	n	y	n	y	y	y	y
1163	0.593916429	208.3457047	0.258560454	0.697280605	15.60106929	30.54296833	german	mono	cooled	y	y	n	y	y	y	y	n
1164	2.579530438	365.6786695	1.055999416	0.737473023	10.93944161	13.61113713	theodolite	colored	cooled	y	n	y	n	y	y	n	y
1165	1.220326778	35.67338404	0.450654676	0.301021077	20.06732048	33.27806578	german	mono	cooled	y	y	y	y	y	y	y	y
1166	1.644346203	473.7067423	0.897037287	0.177702576	13.43111936	25.26201226	theodolite	mono	cooled	y	y	y	y	y	y	y	y
1167	9.783426064	265.7957044	0.558675652	0.113709475	8.194408192	34.26037727	fork	mono	uncooled	y	y	y	y	y	y	y	y
1168	4.110647884	223.592747	1.956747326	0.170690121	16.16635933	34.21496548	fork	colored	cooled	y	y	y	y	y	y	n	y
1169	6.376927947	239.9848043	2.067133337	0.26387365	23.4561048	28.5870583	fork	mono	cooled	y	y	y	y	y	y	y	y
1170	1.020113025	402.3486949	2.012079514	0.920286791	8.474192355	34.03324802	german	mono	cooled	y	y	y	y	y	y	y	n
1171	4.933206685	267.0359388	1.353938853	0.912265879	14.14981674	12.57705959	german	colored	uncooled	n	y	y	n	y	y	y	y
1172	1.773104837	290.5108317	1.695139074	0.517630892	10.20049601	27.80360383	german	mono	cooled	y	y	y	y	y	y	y	y
1173	2.100895434	458.7905819	2.944897158	0.882362614	12.48553754	33.32785013	german	mono	cooled	n	y	y	y	n	y	y	n
1174	5.098863803	207.375596	1.543123745	0.220089036	9.814456195	34.60197693	fork	mono	cooled	y	y	y	y	y	n	y	y
1175	7.363743981	90.62117316	1.960809377	0.564174186	12.9775855	28.4571254	german	colored	cooled	y	y	y	y	n	y	y	y
1176	0.249542696	104.5515719	2.48926861	0.86097486	11.52729154	30.17969241	fork	mono	cooled	y	n	y	y	y	y	y	y
1177	0.134036069	510.9005502	1.854454437	0.196103231	9.583179678	18.60373091	fork	mono	cooled	n	y	y	y	n	y	y	y
1178	1.014412556	568.8419648	1.833406401	0.532325329	9.817574974	12.64066696	fork	colored	cooled	y	y	y	y	y	y	n	y
1179	0.147603058	126.9575619	1.301559802	0.532478909	16.45006343	22.58145762	german	mono	cooled	y	n	y	y	y	n	n	y
1180	0.427531072	321.9297191	2.764490118	0.80498757	17.37839815	33.99035273	german	mono	cooled	y	y	y	n	y	y	y	y
1181	7.771058949	526.4550315	0.620120182	0.463676339	11.2690829	29.61397792	fork	colored	cooled	n	y	y	y	n	n	y	y
1182	9.477421101	79.08419664	0.417910706	0.286556307	13.02531831	18.25728327	theodolite	colored	uncooled	y	n	n	y	y	y	y	n
1183	6.267012526	29.12751765	1.192030508	0.146475651	16.5277739	31.0739483	german	mono	cooled	y	n	n	y	y	y	y	y
1184	9.890795199	587.5080453	0.838801194	0.136403865	10.139081	22.83294421	theodolite	mono	cooled	y	y	y	y	y	y	y	y
1185	2.522657145	247.1334111	2.65598351	0.60190293	10.73310951	34.7020423	fork	mono	cooled	n	y	y	y	n	y	y	y
1186	5.10334533	235.827956	0.971298634	0.918765523	11.99575896	32.0531764	german	colored	cooled	y	y	y	y	y	y	y	y
1187	2.366326446	444.4926406	2.068967722	0.298309186	16.57295122	17.29922865	fork	mono	cooled	n	y	n	y	y	n	y	y
1188	3.649970499	524.05086	2.897015719	0.900200223	8.639176199	24.61624076	german	colored	uncooled	y	y	y	y	n	y	n	y
1189	1.113589774	374.8222894	1.287786231	0.974545179	14.87140114	14.22374116	fork	colored	uncooled	y	y	y	y	y	n	n	y
1190	5.518771632	140.4257399	2.490818067	0.545842815	11.17807529	26.89589325	german	mono	cooled	n	y	y	y	y	y	y	y
1191	5.355049505	535.5689397	0.265534203	0.881010956	12.50689289	34.42522096	fork	mono	cooled	y	n	y	y	y	y	y	y
1192	6.62013677	579.0433059	1.072589961	0.530368948	14.6962601	31.31548955	german	colored	cooled	y	y	n	y	y	y	y	y
1193	1.229663502	558.0141568	2.730921357	0.409750243	16.7699272	34.7613056	german	mono	cooled	y	n	y	y	y	y	y	y
1194	3.045690653	345.9816614	0.827769214	0.716428003	21.23504865	14.42976191	theodolite	colored	cooled	y	y	y	n	n	y	y	n
1195	8.688344933	501.1522607	1.857355252	0.928341775	11.48309697	26.4491481	german	mono	uncooled	y	y	y	y	y	y	n	y
1196	2.869588265	197.5961066	0.521264148	0.509323801	22.06869535	27.69544005	german	mono	cooled	y	y	y	y	n	y	y	y
1197	9.095758843	404.5795298	0.913187934	0.903798125	12.54539644	30.65313162	fork	colored	cooled	y	y	n	y	n	y	y	y
1198	2.236351679	67.82060914	0.534325762	0.882205783	13.76058278	12.55738833	german	mono	cooled	y	n	n	y	n	y	y	y
1199	9.456764184	325.8768009	2.134031084	0.628553342	11.80236213	29.29500438	theodolite	mono	cooled	n	y	y	y	n	y	y	y
1200	7.937426698	374.1086824	2.968752877	0.531412734	22.3815609	23.48422352	german	mono	cooled	y	y	y	n	y	y	y	y
1201	6.907696111	341.992245	0.630398492	0.39987498	12.3069297	17.23838373	fork	mono	cooled	y	y	y	y	y	y	y	y
1202	7.156348508	312.7441289	2.196813702	0.40664514	16.59933358	23.52763916	fork	mono	cooled	n	y	y	n	y	y	n	n
1203	1.078450151	202.2427247	0.614987815	0.372015502	13.429914	30.21923826	fork	mono	cooled	y	y	y	n	y	y	y	n
1204	9.981247909	346.3591155	1.069012102	0.205702636	21.68124171	17.47356373	german	mono	cooled	y	y	y	y	y	n	y	n
1205	2.944415213	456.205936	0.938917471	0.535232564	11.01577805	31.17587574	german	mono	cooled	y	y	y	y	y	n	y	y
1206	9.846492694	29.05035989	2.694835405	0.318487968	16.49456863	34.21132518	german	mono	uncooled	y	n	y	y	y	y	y	y
1207	9.369217935	455.7113944	1.969207536	0.693400543	24.26070693	25.4290322	fork	mono	cooled	y	y	n	y	y	n	y	y
1208	4.312155392	464.8581698	2.597763985	0.847878521	11.73071815	22.97381349	german	mono	cooled	y	n	y	y	n	y	n	y
1209	4.271056762	218.3996132	0.58638797	0.122831338	13.99319561	33.14796696	fork	mono	uncooled	y	y	y	y	y	y	y	n
1210	2.695373285	514.5155191	0.924855055	0.118443812	18.28794444	19.96007632	fork	mono	cooled	n	y	n	y	y	y	y	y
1211	2.45247574	364.2093103	0.811319795	0.531783942	18.98684716	23.33502765	fork	mono	cooled	y	y	y	y	y	y	y	y
1212	6.104263098	446.2032233	1.744803883	0.498145609	19.42874211	26.75864391	fork	mono	cooled	n	y	y	y	n	y	y	y
1213	6.796637792	33.43395497	1.416975768	0.235214209	23.16981219	30.54041423	theodolite	mono	cooled	y	y	y	y	n	y	y	y
1214	7.191118282	183.3449836	2.199090066	0.380607174	23.67023245	12.09029271	fork	colored	cooled	y	y	y	n	y	y	y	y
1215	3.296765289	451.2498159	2.497291831	0.430375478	19.8502594	33.03451332	german	mono	cooled	y	y	y	y	y	n	y	y
1216	5.312702522	493.2168251	0.772925764	0.575642432	8.194297751	20.85719668	theodolite	mono	cooled	y	n	y	y	y	y	y	y
1217	1.076921649	239.7467003	2.038382993	0.254227252	21.15727465	22.50730357	german	mono	uncooled	y	y	n	y	y	y	y	y
1218	3.335062408	440.4976177	2.859000432	0.159116302	15.06869956	24.80307043	fork	colored	cooled	y	y	y	y	y	y	y	n
1219	2.516475489	364.30527	1.275125709	0.316532763	18.84097844	25.1947794	theodolite	mono	cooled	n	y	y	y	y	y	n	y
1220	5.593825158	370.1240648	2.695485756	0.31163001	19.0875639	17.5638527	fork	mono	cooled	y	n	y	n	y	y	y	y
1221	6.9949323	504.3550322	0.407182879	0.84491664	11.24847059	23.8117502	fork	mono	cooled	y	y	y	y	y	y	y	y
1222	6.152502078	176.9461489	1.591774114	0.233446349	15.96302391	13.14282176	fork	mono	cooled	y	y	y	y	y	n	n	n
1223	0.954143303	469.7502605	1.323246679	0.386364332	18.13977204	18.05843996	fork	mono	cooled	y	y	y	y	y	y	y	n
1224	6.616485279	207.3742559	2.085811924	0.171426153	23.18684433	28.96556993	german	mono	cooled	y	n	y	y	n	y	y	y
1225	4.537100372	2.206035885	2.810189057	0.731963795	20.50279156	26.54480681	fork	colored	cooled	n	n	n	y	y	y	n	y
1226	6.31859095	144.0212374	0.340421211	0.398680572	11.05578395	26.02953098	fork	mono	cooled	y	y	y	y	y	y	y	n
1227	3.582914613	9.098635548	0.419972379	0.505753554	11.62555045	13.60693891	theodolite	mono	cooled	y	y	y	y	y	y	y	n
1228	9.147274103	38.71774367	1.609177493	0.11714499	24.52828895	20.55408844	german	mono	cooled	y	n	y	y	n	y	y	y
1229	9.229950411	447.1028111	1.196260187	0.672926995	18.30738094	14.18770936	fork	mono	cooled	y	y	y	y	y	y	y	y
1230	4.246643115	11.67584303	0.795128754	0.841222175	12.40076018	19.2590675	fork	mono	cooled	y	y	y	y	y	y	y	y
1231	0.8211882	227.8590587	1.176763533	0.742638085	15.55226379	22.69624984	theodolite	mono	cooled	y	n	y	y	y	y	y	y
