PID	title	project_type	PI	description	aperture_upper_limit	aperture_lower_limit	FoV_upper_limit	FoV_lower_limit	pixel_scale_upper_limit_(/pix)	pixel_scale_lower_limit_(/pix)	mount_type(german,fork,theodolite)	camera_type_(colored,mono)	camera_type(cooled,uncooled)	Johnson_B	Johnson_V	Johnson_R	SDSS_u	SDSS_g	SDSS_r	SDSS_i	SDSS_z
375	Observe Supernova 77	regular	393	Observe Supernova 77 58 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	y	y	y	y
376	Observe Supernova 78	regular	150	Observe Supernova 78 11 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	y	y	n	y
377	Observe Supernova 79	regular	985	Observe Supernova 79 80 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	n	y	y	y	y	y
378	Observe Comet 17	regular	961	Observe Comet 17 39 times	30	30	600	1	3	0.1	fork	colored	cooled	n	y	n	y	y	y	y	y
379	Observe Star 50	target_of_opportunity	839	Observe Star 50 30 times	30	30	600	1	3	0.1	german	mono	uncooled	n	y	y	n	y	y	y	y
380	Observe Galaxy 55	regular	613	Observe Galaxy 55 49 times	30	30	600	1	3	0.1	fork	mono	uncooled	n	y	y	y	y	y	y	y
381	Observe Supernova 80	transient	961	Observe Supernova 80 2 times	30	30	600	1	3	0.1	theodolite	colored	cooled	n	y	y	y	y	y	y	y
382	Observe Galaxy 56	regular	653	Observe Galaxy 56 45 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	y	y	y	y
383	Observe Supernova 81	regular	468	Observe Supernova 81 64 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	n	y	y	n	y	n	n	n
384	Observe Exoplanets 123	regular	805	Observe Exoplanets 123 67 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	n	y	n	y	n
385	Observe Supernova 82	regular	907	Observe Supernova 82 92 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	n	y	y	y	y
386	Observe Star 51	regular	349	Observe Star 51 93 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	y	y	y	y	y
387	Observe GRB 34	regular	378	Observe GRB 34 25 times	30	30	600	1	3	0.1	theodolite	colored	cooled	y	y	y	y	n	y	y	y
388	Observe Supernova 83	transient	981	Observe Supernova 83 41 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	n	y	y	y	y	y
389	Observe Galaxy 57	regular	775	Observe Galaxy 57 65 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	n	y	n	y	y	y
390	Observe Comet 18	regular	270	Observe Comet 18 39 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	y	y	y	y	y	y	y	y
391	Observe Supernova 84	regular	371	Observe Supernova 84 7 times	30	30	600	1	3	0.1	theodolite	colored	cooled	y	y	y	y	n	y	y	y
392	Observe Star 52	regular	137	Observe Star 52 39 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	n	y	y	y	y	y
393	Observe GRB 35	regular	43	Observe GRB 35 4 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	n	y	y	y	y	y	n
394	Observe Galaxy 58	target_of_opportunity	403	Observe Galaxy 58 96 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	n	y	y	n
395	Observe Supernova 85	regular	126	Observe Supernova 85 10 times	30	30	600	1	3	0.1	fork	mono	cooled	n	n	y	y	y	y	y	y
396	Observe Star 53	regular	897	Observe Star 53 66 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	y	y	y	y	y	y
397	Observe Exoplanets 124	regular	619	Observe Exoplanets 124 59 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	n	n	y	y	y	y
398	Observe Star 54	regular	17	Observe Star 54 53 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	y	n	y	y	y	y
399	Observe GRB 36	regular	537	Observe GRB 36 15 times	30	30	600	1	3	0.1	german	colored	cooled	y	y	n	y	y	y	y	y
400	Observe Exoplanets 125	regular	783	Observe Exoplanets 125 93 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	y	y	n	y	y
401	Observe Comet 19	transient	407	Observe Comet 19 91 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	y	y	y	y	y
402	Observe Star 55	regular	578	Observe Star 55 12 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	n	n	y	y
403	Observe Star 56	regular	855	Observe Star 56 34 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	y	y	y	n	y	n	n	y
404	Observe Exoplanets 126	regular	677	Observe Exoplanets 126 31 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	n	y	y	y	y	y
405	Observe GRB 37	regular	469	Observe GRB 37 68 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	y	y	y	y	y	y
406	Observe Star 57	regular	259	Observe Star 57 2 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	n	y
407	Observe GRB 38	transient	848	Observe GRB 38 42 times	30	30	600	1	3	0.1	fork	colored	cooled	y	n	y	y	y	n	y	y
408	Observe GRB 39	regular	984	Observe GRB 39 20 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	n	y	y	y	y
409	Observe Galaxy 59	regular	555	Observe Galaxy 59 77 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	y	y	y	y	y
410	Observe Supernova 86	regular	7	Observe Supernova 86 45 times	30	30	600	1	3	0.1	german	colored	cooled	y	y	y	n	y	y	n	y
411	Observe Star 58	transient	756	Observe Star 58 9 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	y	y	y	y
412	Observe Comet 20	regular	267	Observe Comet 20 0 times	30	30	600	1	3	0.1	fork	mono	cooled	n	y	y	y	y	y	y	y
413	Observe Exoplanets 127	regular	161	Observe Exoplanets 127 63 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	n	y	y	y	y	y	y
414	Observe Exoplanets 128	target_of_opportunity	883	Observe Exoplanets 128 15 times	30	30	600	1	3	0.1	theodolite	colored	cooled	n	y	y	n	n	y	y	y
415	Observe Exoplanets 129	regular	684	Observe Exoplanets 129 61 times	30	30	600	1	3	0.1	german	colored	cooled	y	y	n	y	y	n	n	n
416	Observe Star 59	regular	407	Observe Star 59 61 times	30	30	600	1	3	0.1	fork	mono	cooled	n	y	y	n	y	y	y	y
417	Observe Star 60	regular	608	Observe Star 60 60 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	n	y	y	y	y	y
418	Observe Star 61	regular	823	Observe Star 61 42 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	y	n	y	y
419	Observe GRB 40	regular	129	Observe GRB 40 61 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	y	y
420	Observe Galaxy 60	regular	649	Observe Galaxy 60 99 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	y	y	y	y
421	Observe Exoplanets 130	regular	917	Observe Exoplanets 130 32 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	y	n	y	n	y
422	Observe Exoplanets 131	transient	493	Observe Exoplanets 131 34 times	30	30	600	1	3	0.1	german	colored	uncooled	y	y	y	y	y	y	y	y
423	Observe Exoplanets 132	regular	403	Observe Exoplanets 132 49 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	n	y	y	n	y
424	Observe Exoplanets 133	regular	799	Observe Exoplanets 133 7 times	30	30	600	1	3	0.1	german	mono	cooled	y	n	n	y	y	y	y	n
425	Observe Supernova 87	regular	31	Observe Supernova 87 31 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	n	y	y	y	y
426	Observe Exoplanets 134	regular	748	Observe Exoplanets 134 58 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	y	y	y	y
427	Observe Exoplanets 135	regular	202	Observe Exoplanets 135 8 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	n	y	y	y
428	Observe Exoplanets 136	target_of_opportunity	192	Observe Exoplanets 136 66 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	y	y	n	y
429	Observe Star 62	regular	514	Observe Star 62 19 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	n	y	n	y	y	y	y
430	Observe Star 63	target_of_opportunity	352	Observe Star 63 16 times	30	30	600	1	3	0.1	fork	mono	uncooled	n	y	y	n	y	y	n	y
431	Observe Star 64	regular	617	Observe Star 64 76 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	y	n	y	y	y
432	Observe Asteriods 26	regular	369	Observe Asteriods 26 33 times	30	30	600	1	3	0.1	german	mono	uncooled	y	n	n	y	n	y	y	y
433	Observe Comet 21	regular	753	Observe Comet 21 52 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	n	y	y	y	n
434	Observe Star 65	transient	518	Observe Star 65 66 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	n	y	y	y	y
435	Observe Exoplanets 137	transient	760	Observe Exoplanets 137 69 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	y	y	y	y
436	Observe Supernova 88	regular	427	Observe Supernova 88 12 times	30	30	600	1	3	0.1	fork	colored	cooled	y	n	y	y	y	n	y	n
437	Observe Exoplanets 138	regular	709	Observe Exoplanets 138 44 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	n	n	y	y	n
438	Observe Star 66	regular	788	Observe Star 66 81 times	30	30	600	1	3	0.1	german	colored	cooled	y	n	n	y	y	y	y	y
439	Observe Galaxy 61	transient	632	Observe Galaxy 61 83 times	30	30	600	1	3	0.1	german	mono	cooled	n	y	y	y	n	y	y	n
440	Observe GRB 41	regular	772	Observe GRB 41 21 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	y	y	y	y	y	y	y	y
441	Observe Comet 22	regular	323	Observe Comet 22 69 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	n	y	y	y	n	y
442	Observe GRB 42	transient	788	Observe GRB 42 79 times	30	30	600	1	3	0.1	fork	mono	cooled	n	y	y	y	y	y	n	n
443	Observe Exoplanets 139	regular	229	Observe Exoplanets 139 83 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	y	y	y	y
444	Observe Exoplanets 140	regular	797	Observe Exoplanets 140 96 times	30	30	600	1	3	0.1	german	colored	uncooled	y	y	y	y	n	y	y	y
445	Observe Supernova 89	regular	737	Observe Supernova 89 56 times	30	30	600	1	3	0.1	fork	colored	cooled	y	n	y	y	y	n	y	y
446	Observe GRB 43	transient	965	Observe GRB 43 92 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	y	y
447	Observe Star 67	target_of_opportunity	463	Observe Star 67 84 times	30	30	600	1	3	0.1	german	mono	cooled	n	y	y	y	y	y	y	y
448	Observe GRB 44	regular	515	Observe GRB 44 90 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	n	y	y	y	y	y
449	Observe GRB 45	transient	904	Observe GRB 45 91 times	30	30	600	1	3	0.1	fork	mono	cooled	n	n	y	n	y	n	y	y
450	Observe Galaxy 62	target_of_opportunity	900	Observe Galaxy 62 49 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	y	y	y	y	y	y	y	y
451	Observe Star 68	regular	191	Observe Star 68 28 times	30	30	600	1	3	0.1	theodolite	mono	cooled	n	y	y	y	n	y	y	y
452	Observe Star 69	target_of_opportunity	848	Observe Star 69 72 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	n	y	y	y	y
453	Observe Exoplanets 141	transient	919	Observe Exoplanets 141 51 times	30	30	600	1	3	0.1	fork	colored	cooled	y	n	y	y	y	y	y	y
454	Observe Galaxy 63	regular	357	Observe Galaxy 63 31 times	30	30	600	1	3	0.1	fork	mono	cooled	n	y	y	n	y	n	y	y
455	Observe Supernova 90	regular	282	Observe Supernova 90 38 times	30	30	600	1	3	0.1	german	colored	cooled	y	y	n	y	n	y	y	y
456	Observe Exoplanets 142	regular	692	Observe Exoplanets 142 93 times	30	30	600	1	3	0.1	german	mono	uncooled	y	n	y	y	y	y	n	y
457	Observe Exoplanets 143	regular	882	Observe Exoplanets 143 0 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	y	y	n	y	n	y	y	n
458	Observe Exoplanets 144	target_of_opportunity	936	Observe Exoplanets 144 63 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	n	y	y	n	y	y	y
459	Observe Exoplanets 145	regular	561	Observe Exoplanets 145 8 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	n	y	y	y	y
460	Observe Supernova 91	transient	391	Observe Supernova 91 51 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	n	n	y	y	y
461	Observe Galaxy 64	target_of_opportunity	654	Observe Galaxy 64 12 times	30	30	600	1	3	0.1	fork	mono	uncooled	n	y	y	y	y	y	y	y
462	Observe Exoplanets 146	regular	80	Observe Exoplanets 146 89 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	n	y	n	y	n
463	Observe Galaxy 65	regular	295	Observe Galaxy 65 91 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	n	y	y	y	y
464	Observe Exoplanets 147	regular	955	Observe Exoplanets 147 68 times	30	30	600	1	3	0.1	theodolite	colored	cooled	y	y	y	n	y	y	n	y
465	Observe GRB 46	regular	453	Observe GRB 46 65 times	30	30	600	1	3	0.1	german	colored	cooled	y	y	n	y	y	y	n	n
466	Observe Galaxy 66	regular	364	Observe Galaxy 66 4 times	30	30	600	1	3	0.1	german	colored	cooled	y	y	y	n	y	y	n	y
467	Observe Comet 23	regular	456	Observe Comet 23 72 times	30	30	600	1	3	0.1	theodolite	colored	uncooled	y	y	n	y	y	y	y	y
468	Observe Exoplanets 148	regular	597	Observe Exoplanets 148 90 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	y	y	n	y
469	Observe Exoplanets 149	target_of_opportunity	260	Observe Exoplanets 149 13 times	30	30	600	1	3	0.1	theodolite	colored	cooled	n	y	y	n	y	y	n	y
470	Observe Exoplanets 150	regular	465	Observe Exoplanets 150 77 times	30	30	600	1	3	0.1	theodolite	colored	cooled	y	y	y	y	y	y	n	y
471	Observe GRB 47	regular	780	Observe GRB 47 49 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	y	y
472	Observe GRB 48	regular	861	Observe GRB 48 58 times	30	30	600	1	3	0.1	theodolite	colored	cooled	n	y	y	y	y	y	y	y
473	Observe Comet 24	regular	135	Observe Comet 24 52 times	30	30	600	1	3	0.1	fork	colored	cooled	y	n	y	y	y	y	y	y
474	Observe Exoplanets 151	transient	978	Observe Exoplanets 151 1 times	30	30	600	1	3	0.1	theodolite	mono	cooled	n	y	y	y	n	y	n	y
475	Observe Galaxy 67	transient	10	Observe Galaxy 67 50 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	n	y	y	n	y	n
476	Observe Exoplanets 152	regular	33	Observe Exoplanets 152 68 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	n	y	y	y
477	Observe Exoplanets 153	regular	33	Observe Exoplanets 153 1 times	30	30	600	1	3	0.1	fork	mono	cooled	n	y	y	y	y	y	y	n
478	Observe GRB 49	regular	948	Observe GRB 49 17 times	30	30	600	1	3	0.1	fork	colored	cooled	n	y	y	y	y	y	n	y
479	Observe Supernova 92	regular	767	Observe Supernova 92 4 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	y	y	y	y	y	y
480	Observe GRB 50	regular	367	Observe GRB 50 96 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	n	y	y	y	n
481	Observe Supernova 93	transient	780	Observe Supernova 93 0 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	n	y	y	n	n	y
482	Observe Star 70	regular	33	Observe Star 70 15 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	y	y	n	y
483	Observe Galaxy 68	regular	744	Observe Galaxy 68 36 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	n	y	n	n	y
484	Observe Galaxy 69	transient	44	Observe Galaxy 69 93 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	y	y	y	y
485	Observe Exoplanets 154	regular	805	Observe Exoplanets 154 7 times	30	30	600	1	3	0.1	theodolite	colored	uncooled	y	n	y	y	y	n	y	y
486	Observe Galaxy 70	regular	598	Observe Galaxy 70 35 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	y	y	y	y	n	n	y	y
487	Observe Exoplanets 155	regular	705	Observe Exoplanets 155 31 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	n	y	y	y	y
488	Observe Galaxy 71	regular	68	Observe Galaxy 71 22 times	30	30	600	1	3	0.1	theodolite	colored	uncooled	y	n	y	y	y	y	y	y
489	Observe Comet 25	regular	233	Observe Comet 25 92 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	n	y	y	y	y	y
490	Observe Star 71	regular	468	Observe Star 71 45 times	30	30	600	1	3	0.1	german	colored	cooled	n	y	n	y	y	y	y	y
491	Observe Star 72	regular	658	Observe Star 72 54 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	y	y	y	n
492	Observe Galaxy 72	regular	204	Observe Galaxy 72 8 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	n	y	y	n
493	Observe Star 73	regular	365	Observe Star 73 35 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	y	y	y	y
494	Observe Comet 26	transient	332	Observe Comet 26 44 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	y	n	n	y	n	y
495	Observe GRB 51	regular	176	Observe GRB 51 44 times	30	30	600	1	3	0.1	theodolite	colored	cooled	y	n	y	y	y	n	y	n
496	Observe Exoplanets 156	transient	669	Observe Exoplanets 156 40 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	y	y
497	Observe Supernova 94	transient	818	Observe Supernova 94 63 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	n	y	y	y
498	Observe Supernova 95	target_of_opportunity	854	Observe Supernova 95 16 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	n	y	y	y	y
499	Observe Asteriods 27	regular	61	Observe Asteriods 27 41 times	30	30	600	1	3	0.1	theodolite	colored	cooled	n	y	y	y	y	y	y	y
500	Observe Supernova 96	regular	950	Observe Supernova 96 72 times	30	30	600	1	3	0.1	german	colored	cooled	y	n	y	y	y	y	y	y
501	Observe Asteriods 28	transient	269	Observe Asteriods 28 46 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	y	n	y	y	y
502	Observe Comet 27	regular	869	Observe Comet 27 42 times	30	30	600	1	3	0.1	german	mono	cooled	y	n	n	y	y	y	n	n
503	Observe Supernova 97	transient	851	Observe Supernova 97 8 times	30	30	600	1	3	0.1	german	mono	cooled	n	y	y	y	y	y	y	y
504	Observe Galaxy 73	regular	853	Observe Galaxy 73 93 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	y	y	y	y	y	y
505	Observe Star 74	regular	148	Observe Star 74 86 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	n	n	y	y	y	y
506	Observe Galaxy 74	regular	596	Observe Galaxy 74 34 times	30	30	600	1	3	0.1	fork	colored	uncooled	n	y	y	y	y	y	y	y
507	Observe Exoplanets 157	transient	349	Observe Exoplanets 157 31 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	n	y	y	y	y	y	y
508	Observe Star 75	regular	274	Observe Star 75 91 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	y	n	y	y
509	Observe Galaxy 75	regular	599	Observe Galaxy 75 71 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	n	n	y	y
510	Observe Star 76	transient	322	Observe Star 76 98 times	30	30	600	1	3	0.1	fork	mono	cooled	n	y	n	y	y	y	y	y
511	Observe Galaxy 76	regular	233	Observe Galaxy 76 40 times	30	30	600	1	3	0.1	german	colored	uncooled	y	y	y	y	y	n	n	y
512	Observe Star 77	regular	489	Observe Star 77 68 times	30	30	600	1	3	0.1	fork	mono	cooled	n	y	y	y	n	y	y	y
513	Observe Exoplanets 158	transient	33	Observe Exoplanets 158 39 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	y	y	y	n	y
514	Observe Star 78	regular	199	Observe Star 78 71 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	n	y	y	n	y	y
515	Observe Supernova 98	regular	765	Observe Supernova 98 62 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	y	n
516	Observe Exoplanets 159	regular	501	Observe Exoplanets 159 25 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	y	n	y	y
517	Observe Galaxy 77	transient	293	Observe Galaxy 77 85 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	y	y	y	y
518	Observe Galaxy 78	transient	530	Observe Galaxy 78 65 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	y	n	y	y	y
519	Observe Galaxy 79	regular	264	Observe Galaxy 79 97 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	y	n	n	y	y
520	Observe Exoplanets 160	regular	872	Observe Exoplanets 160 87 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	y	y	y	y	y
521	Observe Galaxy 80	regular	246	Observe Galaxy 80 75 times	30	30	600	1	3	0.1	fork	colored	uncooled	n	y	y	y	y	y	n	y
522	Observe Exoplanets 161	regular	783	Observe Exoplanets 161 76 times	30	30	600	1	3	0.1	fork	mono	uncooled	n	y	n	y	n	y	y	y
523	Observe Supernova 99	regular	330	Observe Supernova 99 69 times	30	30	600	1	3	0.1	fork	mono	cooled	n	n	y	y	y	y	y	n
524	Observe Exoplanets 162	transient	776	Observe Exoplanets 162 42 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	n	y	y	y	y	y
525	Observe Star 79	regular	571	Observe Star 79 79 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	y	y	n	n	n	y
526	Observe Exoplanets 163	transient	580	Observe Exoplanets 163 5 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	y	n	n	n
527	Observe Exoplanets 164	regular	523	Observe Exoplanets 164 14 times	30	30	600	1	3	0.1	german	mono	uncooled	n	y	y	y	y	y	y	y
528	Observe Supernova 100	regular	10	Observe Supernova 100 32 times	30	30	600	1	3	0.1	german	colored	cooled	y	y	y	y	n	y	y	y
529	Observe Galaxy 81	target_of_opportunity	750	Observe Galaxy 81 69 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	n	y	y	y
530	Observe Star 80	regular	181	Observe Star 80 92 times	30	30	600	1	3	0.1	german	mono	cooled	y	n	y	y	y	y	y	y
531	Observe Supernova 101	transient	958	Observe Supernova 101 46 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	y	y	y	y	y	y
532	Observe Supernova 102	regular	300	Observe Supernova 102 39 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	n	y	y	n	y	y	y
533	Observe GRB 52	transient	437	Observe GRB 52 11 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	n	y	y
534	Observe Star 81	transient	249	Observe Star 81 48 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	n	y	n	y
535	Observe Supernova 103	target_of_opportunity	654	Observe Supernova 103 17 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	n	y	n	y	n	y
536	Observe GRB 53	regular	40	Observe GRB 53 23 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	n	y	y	y	y	n	y
537	Observe Exoplanets 165	regular	731	Observe Exoplanets 165 2 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	y	y	y	y	y	y
538	Observe Exoplanets 166	regular	661	Observe Exoplanets 166 43 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	n	y	y	y	y	n
539	Observe Supernova 104	regular	909	Observe Supernova 104 0 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	y	y	y	y
540	Observe GRB 54	regular	241	Observe GRB 54 18 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	y	n
541	Observe Supernova 105	transient	216	Observe Supernova 105 79 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	y	y	y	y	y	y	y	y
542	Observe Exoplanets 167	transient	455	Observe Exoplanets 167 54 times	30	30	600	1	3	0.1	theodolite	colored	cooled	y	y	y	n	y	y	y	n
543	Observe Supernova 106	regular	381	Observe Supernova 106 32 times	30	30	600	1	3	0.1	theodolite	mono	cooled	n	y	y	y	y	y	y	y
544	Observe Exoplanets 168	regular	353	Observe Exoplanets 168 8 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	y	y
545	Observe GRB 55	target_of_opportunity	668	Observe GRB 55 71 times	30	30	600	1	3	0.1	theodolite	colored	uncooled	y	y	n	y	y	y	y	y
546	Observe GRB 56	regular	793	Observe GRB 56 27 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	y	y	y	y	y	n
547	Observe Star 82	transient	878	Observe Star 82 92 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	n	y	y	y	y
548	Observe Star 83	transient	939	Observe Star 83 27 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	y	y	y	y	n
549	Observe Exoplanets 169	transient	598	Observe Exoplanets 169 11 times	30	30	600	1	3	0.1	german	colored	cooled	y	y	y	y	n	y	y	y
550	Observe Supernova 107	transient	241	Observe Supernova 107 85 times	30	30	600	1	3	0.1	theodolite	mono	cooled	n	y	y	y	y	y	y	y
551	Observe Star 84	transient	4	Observe Star 84 4 times	30	30	600	1	3	0.1	fork	colored	cooled	n	y	n	y	y	y	n	y
552	Observe Asteriods 29	target_of_opportunity	27	Observe Asteriods 29 61 times	30	30	600	1	3	0.1	german	mono	cooled	y	n	n	y	y	n	y	y
553	Observe Galaxy 82	target_of_opportunity	193	Observe Galaxy 82 56 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	y	n	y	y	y	y
554	Observe Galaxy 83	regular	201	Observe Galaxy 83 78 times	30	30	600	1	3	0.1	theodolite	colored	cooled	n	y	y	y	y	y	y	y
555	Observe Exoplanets 170	target_of_opportunity	629	Observe Exoplanets 170 82 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	n	n	y	n
556	Observe Exoplanets 171	regular	731	Observe Exoplanets 171 85 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	n	y	n	y
557	Observe Supernova 108	regular	715	Observe Supernova 108 91 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	n	y	y	y	y	y
558	Observe Galaxy 84	regular	677	Observe Galaxy 84 32 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	y	y	y	y
559	Observe Exoplanets 172	target_of_opportunity	773	Observe Exoplanets 172 94 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	y	y	n	n
560	Observe Exoplanets 173	regular	588	Observe Exoplanets 173 63 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	y	y	y	y	y	y
561	Observe Asteriods 30	transient	60	Observe Asteriods 30 32 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	n	y	y	y	n	y
562	Observe Exoplanets 174	transient	274	Observe Exoplanets 174 64 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	n	y	y	y	y
563	Observe Galaxy 85	target_of_opportunity	257	Observe Galaxy 85 29 times	30	30	600	1	3	0.1	theodolite	colored	cooled	n	y	y	y	y	y	y	y
564	Observe Asteriods 31	regular	533	Observe Asteriods 31 56 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	n	y	n	y	n
