PhaveT_ID	PID	TID	Johnson_B	Johnson_V	Johnson_R	SDSS_u	SDSS_g	SDSS_r	SDSS_i	SDSS_z
67856	652	4524	n	n	n	n	n	n	n	n
67857	652	4642	n	n	n	n	n	n	n	n
67858	652	4763	n	n	n	n	n	n	n	n
67859	652	4927	n	n	n	n	n	n	n	n
67860	652	5107	n	n	n	n	n	n	n	n
67861	652	5240	n	n	n	n	n	n	n	n
67862	652	5299	n	n	n	n	n	n	n	n
67863	652	5309	n	n	n	n	n	n	n	n
67864	652	5374	n	n	n	n	n	n	n	n
67865	652	5513	n	n	n	n	n	n	n	n
67866	652	5528	n	n	n	n	n	n	n	n
67867	652	5615	n	n	n	n	n	n	n	n
67868	652	5631	n	n	n	n	n	n	n	n
67869	652	5754	n	n	n	n	n	n	n	n
67870	652	5894	n	n	n	n	n	n	n	n
67871	652	5909	n	n	n	n	n	n	n	n
67872	652	6010	n	n	n	n	n	n	n	n
67873	652	6148	n	n	n	n	n	n	n	n
67874	652	6151	n	n	n	n	n	n	n	n
67875	652	6154	n	n	n	n	n	n	n	n
67876	652	6277	n	n	n	n	n	n	n	n
67877	652	6446	n	n	n	n	n	n	n	n
67878	652	6454	n	n	n	n	n	n	n	n
67879	652	6460	n	n	n	n	n	n	n	n
67880	652	6508	n	n	n	n	n	n	n	n
67881	652	6592	n	n	n	n	n	n	n	n
67882	652	6778	n	n	n	n	n	n	n	n
67883	652	6793	n	n	n	n	n	n	n	n
67884	652	7061	n	n	n	n	n	n	n	n
67885	652	7140	n	n	n	n	n	n	n	n
67886	652	7155	n	n	n	n	n	n	n	n
67887	652	7171	n	n	n	n	n	n	n	n
67888	652	7214	n	n	n	n	n	n	n	n
67889	652	7571	n	n	n	n	n	n	n	n
67890	652	7613	n	n	n	n	n	n	n	n
67891	652	7740	n	n	n	n	n	n	n	n
67892	652	7756	n	n	n	n	n	n	n	n
67893	652	7791	n	n	n	n	n	n	n	n
67894	652	8034	n	n	n	n	n	n	n	n
67895	652	8094	n	n	n	n	n	n	n	n
67896	652	8126	n	n	n	n	n	n	n	n
67897	652	8237	n	n	n	n	n	n	n	n
67898	652	8271	n	n	n	n	n	n	n	n
67899	652	8316	n	n	n	n	n	n	n	n
67900	652	8408	n	n	n	n	n	n	n	n
67901	652	8493	n	n	n	n	n	n	n	n
67902	652	8736	n	n	n	n	n	n	n	n
67903	652	8744	n	n	n	n	n	n	n	n
67904	652	8804	n	n	n	n	n	n	n	n
67905	652	8835	n	n	n	n	n	n	n	n
67906	652	8879	n	n	n	n	n	n	n	n
67907	652	8913	n	n	n	n	n	n	n	n
67908	652	8921	n	n	n	n	n	n	n	n
67909	652	8957	n	n	n	n	n	n	n	n
67910	652	9156	n	n	n	n	n	n	n	n
67911	652	9181	n	n	n	n	n	n	n	n
67912	652	9247	n	n	n	n	n	n	n	n
67913	652	9289	n	n	n	n	n	n	n	n
67914	652	9294	n	n	n	n	n	n	n	n
67915	652	9385	n	n	n	n	n	n	n	n
67916	652	9402	n	n	n	n	n	n	n	n
67917	652	9426	n	n	n	n	n	n	n	n
67918	652	9521	n	n	n	n	n	n	n	n
67919	652	9681	n	n	n	n	n	n	n	n
67920	652	9802	n	n	n	n	n	n	n	n
67921	652	9851	n	n	n	n	n	n	n	n
67922	652	9857	n	n	n	n	n	n	n	n
67923	652	9862	n	n	n	n	n	n	n	n
67924	652	9877	n	n	n	n	n	n	n	n
67925	653	39	y	y	n	y	n	y	n	n
67926	653	265	y	y	n	n	n	y	n	n
67927	653	300	y	n	n	n	n	y	n	n
67928	653	394	y	n	n	n	n	y	n	n
67929	653	604	y	n	n	n	n	y	n	n
67930	653	715	n	n	n	n	n	y	n	n
67931	653	895	n	n	n	n	n	y	n	n
67932	653	906	n	n	n	n	n	y	n	n
67933	653	979	n	n	n	n	n	n	n	n
67934	653	1173	n	n	n	n	n	n	n	n
67935	653	1280	n	n	n	n	n	n	n	n
67936	653	1650	n	n	n	n	n	n	n	n
67937	653	1960	n	n	n	n	n	n	n	n
67938	653	2139	n	n	n	n	n	n	n	n
67939	653	2469	n	n	n	n	n	n	n	n
67940	653	2500	n	n	n	n	n	n	n	n
67941	653	2518	n	n	n	n	n	n	n	n
67942	653	2565	n	n	n	n	n	n	n	n
67943	653	2574	n	n	n	n	n	n	n	n
67944	653	2673	n	n	n	n	n	n	n	n
67945	653	2683	n	n	n	n	n	n	n	n
67946	653	2718	n	n	n	n	n	n	n	n
67947	653	2942	n	n	n	n	n	n	n	n
67948	653	2991	n	n	n	n	n	n	n	n
67949	653	3011	n	n	n	n	n	n	n	n
67950	653	3016	n	n	n	n	n	n	n	n
67951	653	3079	n	n	n	n	n	n	n	n
67952	653	3295	n	n	n	n	n	n	n	n
67953	653	3321	n	n	n	n	n	n	n	n
67954	653	3459	n	n	n	n	n	n	n	n
67955	653	3460	n	n	n	n	n	n	n	n
67956	653	3504	n	n	n	n	n	n	n	n
67957	653	3725	n	n	n	n	n	n	n	n
67958	653	3734	n	n	n	n	n	n	n	n
67959	653	3738	n	n	n	n	n	n	n	n
67960	653	3827	n	n	n	n	n	n	n	n
67961	653	3833	n	n	n	n	n	n	n	n
67962	653	3859	n	n	n	n	n	n	n	n
67963	653	3926	n	n	n	n	n	n	n	n
67964	653	4010	n	n	n	n	n	n	n	n
67965	653	4023	n	n	n	n	n	n	n	n
67966	653	4055	n	n	n	n	n	n	n	n
67967	653	4179	n	n	n	n	n	n	n	n
67968	653	4183	n	n	n	n	n	n	n	n
67969	653	4188	n	n	n	n	n	n	n	n
67970	653	4345	n	n	n	n	n	n	n	n
67971	653	4467	n	n	n	n	n	n	n	n
67972	653	4495	n	n	n	n	n	n	n	n
67973	653	4503	n	n	n	n	n	n	n	n
67974	653	4555	n	n	n	n	n	n	n	n
67975	653	4598	n	n	n	n	n	n	n	n
67976	653	4677	n	n	n	n	n	n	n	n
67977	653	4704	n	n	n	n	n	n	n	n
67978	653	4780	n	n	n	n	n	n	n	n
67979	653	4951	n	n	n	n	n	n	n	n
67980	653	5026	n	n	n	n	n	n	n	n
67981	653	5111	n	n	n	n	n	n	n	n
67982	653	5386	n	n	n	n	n	n	n	n
67983	653	5406	n	n	n	n	n	n	n	n
67984	653	5863	n	n	n	n	n	n	n	n
67985	653	5968	n	n	n	n	n	n	n	n
67986	653	5973	n	n	n	n	n	n	n	n
67987	653	6024	n	n	n	n	n	n	n	n
67988	653	6030	n	n	n	n	n	n	n	n
67989	653	6202	n	n	n	n	n	n	n	n
67990	653	6761	n	n	n	n	n	n	n	n
67991	653	6808	n	n	n	n	n	n	n	n
67992	653	6819	n	n	n	n	n	n	n	n
67993	653	6910	n	n	n	n	n	n	n	n
67994	653	7004	n	n	n	n	n	n	n	n
67995	653	7058	n	n	n	n	n	n	n	n
67996	653	7116	n	n	n	n	n	n	n	n
67997	653	7241	n	n	n	n	n	n	n	n
67998	653	7268	n	n	n	n	n	n	n	n
67999	653	7364	n	n	n	n	n	n	n	n
68000	653	7506	n	n	n	n	n	n	n	n
68001	653	7530	n	n	n	n	n	n	n	n
68002	653	7617	n	n	n	n	n	n	n	n
68003	653	7621	n	n	n	n	n	n	n	n
68004	653	7699	n	n	n	n	n	n	n	n
68005	653	7741	n	n	n	n	n	n	n	n
68006	653	7833	n	n	n	n	n	n	n	n
68007	653	7915	n	n	n	n	n	n	n	n
68008	653	8062	n	n	n	n	n	n	n	n
68009	653	8146	n	n	n	n	n	n	n	n
68010	653	8186	n	n	n	n	n	n	n	n
68011	653	8515	n	n	n	n	n	n	n	n
68012	653	8713	n	n	n	n	n	n	n	n
68013	653	8784	n	n	n	n	n	n	n	n
68014	653	8884	n	n	n	n	n	n	n	n
68015	653	8938	n	n	n	n	n	n	n	n
68016	653	8986	n	n	n	n	n	n	n	n
68017	653	9101	n	n	n	n	n	n	n	n
68018	653	9382	n	n	n	n	n	n	n	n
68019	653	9553	n	n	n	n	n	n	n	n
68020	654	96	n	n	y	y	y	n	y	y
68021	654	102	n	n	y	y	y	n	y	y
68022	654	192	n	n	y	y	y	n	n	n
68023	654	266	n	n	n	y	y	n	n	n
68024	654	276	n	n	n	y	n	n	n	n
68025	654	375	n	n	n	n	n	n	n	n
68026	654	467	n	n	n	n	n	n	n	n
68027	654	579	n	n	n	n	n	n	n	n
68028	654	585	n	n	n	n	n	n	n	n
68029	654	630	n	n	n	n	n	n	n	n
68030	654	799	n	n	n	n	n	n	n	n
68031	654	819	n	n	n	n	n	n	n	n
68032	654	899	n	n	n	n	n	n	n	n
68033	654	1005	n	n	n	n	n	n	n	n
68034	654	1073	n	n	n	n	n	n	n	n
68035	654	1120	n	n	n	n	n	n	n	n
68036	654	1216	n	n	n	n	n	n	n	n
68037	654	1243	n	n	n	n	n	n	n	n
68038	654	1283	n	n	n	n	n	n	n	n
68039	654	1293	n	n	n	n	n	n	n	n
68040	654	1397	n	n	n	n	n	n	n	n
68041	654	1402	n	n	n	n	n	n	n	n
68042	654	1497	n	n	n	n	n	n	n	n
68043	654	1582	n	n	n	n	n	n	n	n
68044	654	1665	n	n	n	n	n	n	n	n
68045	654	1822	n	n	n	n	n	n	n	n
68046	654	1879	n	n	n	n	n	n	n	n
68047	654	2021	n	n	n	n	n	n	n	n
68048	654	2199	n	n	n	n	n	n	n	n
68049	654	2311	n	n	n	n	n	n	n	n
68050	654	2341	n	n	n	n	n	n	n	n
68051	654	2502	n	n	n	n	n	n	n	n
68052	654	2505	n	n	n	n	n	n	n	n
68053	654	2568	n	n	n	n	n	n	n	n
68054	654	2570	n	n	n	n	n	n	n	n
68055	654	2740	n	n	n	n	n	n	n	n
68056	654	2835	n	n	n	n	n	n	n	n
68057	654	2838	n	n	n	n	n	n	n	n
68058	654	2917	n	n	n	n	n	n	n	n
68059	654	3097	n	n	n	n	n	n	n	n
68060	654	3208	n	n	n	n	n	n	n	n
68061	654	3246	n	n	n	n	n	n	n	n
68062	654	3254	n	n	n	n	n	n	n	n
68063	654	3343	n	n	n	n	n	n	n	n
68064	654	3443	n	n	n	n	n	n	n	n
68065	654	3456	n	n	n	n	n	n	n	n
68066	654	3593	n	n	n	n	n	n	n	n
68067	654	3612	n	n	n	n	n	n	n	n
68068	654	3798	n	n	n	n	n	n	n	n
68069	654	3819	n	n	n	n	n	n	n	n
68070	654	4262	n	n	n	n	n	n	n	n
68071	654	4559	n	n	n	n	n	n	n	n
68072	654	4598	n	n	n	n	n	n	n	n
68073	654	4619	n	n	n	n	n	n	n	n
68074	654	4772	n	n	n	n	n	n	n	n
68075	654	4786	n	n	n	n	n	n	n	n
68076	654	4812	n	n	n	n	n	n	n	n
68077	654	4883	n	n	n	n	n	n	n	n
68078	654	4895	n	n	n	n	n	n	n	n
68079	654	5007	n	n	n	n	n	n	n	n
68080	654	5069	n	n	n	n	n	n	n	n
68081	654	5350	n	n	n	n	n	n	n	n
68082	654	5425	n	n	n	n	n	n	n	n
68083	654	5443	n	n	n	n	n	n	n	n
68084	654	5721	n	n	n	n	n	n	n	n
68085	654	5778	n	n	n	n	n	n	n	n
68086	654	5827	n	n	n	n	n	n	n	n
68087	654	5944	n	n	n	n	n	n	n	n
68088	654	5994	n	n	n	n	n	n	n	n
68089	654	6197	n	n	n	n	n	n	n	n
68090	654	6350	n	n	n	n	n	n	n	n
68091	654	6925	n	n	n	n	n	n	n	n
68092	654	7012	n	n	n	n	n	n	n	n
68093	654	7024	n	n	n	n	n	n	n	n
68094	654	7260	n	n	n	n	n	n	n	n
68095	654	7307	n	n	n	n	n	n	n	n
68096	654	7363	n	n	n	n	n	n	n	n
68097	654	7421	n	n	n	n	n	n	n	n
68098	654	7472	n	n	n	n	n	n	n	n
68099	654	7646	n	n	n	n	n	n	n	n
68100	654	7672	n	n	n	n	n	n	n	n
68101	654	7701	n	n	n	n	n	n	n	n
68102	654	7804	n	n	n	n	n	n	n	n
68103	654	7912	n	n	n	n	n	n	n	n
68104	654	7936	n	n	n	n	n	n	n	n
68105	654	8187	n	n	n	n	n	n	n	n
68106	654	8289	n	n	n	n	n	n	n	n
68107	654	8304	n	n	n	n	n	n	n	n
68108	654	8308	n	n	n	n	n	n	n	n
68109	654	8355	n	n	n	n	n	n	n	n
68110	654	8361	n	n	n	n	n	n	n	n
68111	654	8513	n	n	n	n	n	n	n	n
68112	654	8593	n	n	n	n	n	n	n	n
68113	654	8704	n	n	n	n	n	n	n	n
68114	654	8717	n	n	n	n	n	n	n	n
68115	654	8867	n	n	n	n	n	n	n	n
68116	654	8878	n	n	n	n	n	n	n	n
68117	654	9007	n	n	n	n	n	n	n	n
68118	654	9027	n	n	n	n	n	n	n	n
68119	654	9032	n	n	n	n	n	n	n	n
68120	654	9219	n	n	n	n	n	n	n	n
68121	654	9294	n	n	n	n	n	n	n	n
68122	654	9331	n	n	n	n	n	n	n	n
68123	654	9357	n	n	n	n	n	n	n	n
68124	654	9393	n	n	n	n	n	n	n	n
68125	654	9542	n	n	n	n	n	n	n	n
68126	654	9626	n	n	n	n	n	n	n	n
68127	654	9804	n	n	n	n	n	n	n	n
68128	654	9850	n	n	n	n	n	n	n	n
68129	655	163	y	y	y	y	n	n	y	n
68130	655	391	n	n	y	y	n	n	y	n
68131	655	494	n	n	y	y	n	n	n	n
68132	655	650	n	n	y	y	n	n	n	n
68133	655	702	n	n	y	y	n	n	n	n
68134	655	759	n	n	y	y	n	n	n	n
68135	655	856	n	n	y	y	n	n	n	n
68136	655	1078	n	n	y	n	n	n	n	n
68137	655	1121	n	n	n	n	n	n	n	n
68138	655	1345	n	n	n	n	n	n	n	n
68139	655	1601	n	n	n	n	n	n	n	n
68140	655	1689	n	n	n	n	n	n	n	n
68141	655	2080	n	n	n	n	n	n	n	n
68142	655	2345	n	n	n	n	n	n	n	n
68143	655	2508	n	n	n	n	n	n	n	n
68144	655	2599	n	n	n	n	n	n	n	n
68145	655	2636	n	n	n	n	n	n	n	n
68146	655	2829	n	n	n	n	n	n	n	n
68147	655	2832	n	n	n	n	n	n	n	n
68148	655	2915	n	n	n	n	n	n	n	n
68149	655	3052	n	n	n	n	n	n	n	n
68150	655	3080	n	n	n	n	n	n	n	n
68151	655	3288	n	n	n	n	n	n	n	n
68152	655	3374	n	n	n	n	n	n	n	n
68153	655	3436	n	n	n	n	n	n	n	n
68154	655	3526	n	n	n	n	n	n	n	n
68155	655	3641	n	n	n	n	n	n	n	n
68156	655	3669	n	n	n	n	n	n	n	n
68157	655	3702	n	n	n	n	n	n	n	n
68158	655	3844	n	n	n	n	n	n	n	n
68159	655	3986	n	n	n	n	n	n	n	n
68160	655	4025	n	n	n	n	n	n	n	n
68161	655	4026	n	n	n	n	n	n	n	n
68162	655	4206	n	n	n	n	n	n	n	n
68163	655	4231	n	n	n	n	n	n	n	n
68164	655	4240	n	n	n	n	n	n	n	n
68165	655	4258	n	n	n	n	n	n	n	n
68166	655	4591	n	n	n	n	n	n	n	n
68167	655	4604	n	n	n	n	n	n	n	n
68168	655	4688	n	n	n	n	n	n	n	n
68169	655	4727	n	n	n	n	n	n	n	n
68170	655	4799	n	n	n	n	n	n	n	n
68171	655	4859	n	n	n	n	n	n	n	n
68172	655	4860	n	n	n	n	n	n	n	n
68173	655	4891	n	n	n	n	n	n	n	n
68174	655	4917	n	n	n	n	n	n	n	n
68175	655	4922	n	n	n	n	n	n	n	n
68176	655	4937	n	n	n	n	n	n	n	n
68177	655	5012	n	n	n	n	n	n	n	n
68178	655	5153	n	n	n	n	n	n	n	n
68179	655	5291	n	n	n	n	n	n	n	n
68180	655	5386	n	n	n	n	n	n	n	n
68181	655	5405	n	n	n	n	n	n	n	n
68182	655	5410	n	n	n	n	n	n	n	n
68183	655	5422	n	n	n	n	n	n	n	n
68184	655	5554	n	n	n	n	n	n	n	n
68185	655	5574	n	n	n	n	n	n	n	n
68186	655	5906	n	n	n	n	n	n	n	n
68187	655	5938	n	n	n	n	n	n	n	n
68188	655	5958	n	n	n	n	n	n	n	n
68189	655	6242	n	n	n	n	n	n	n	n
68190	655	6451	n	n	n	n	n	n	n	n
68191	655	6846	n	n	n	n	n	n	n	n
68192	655	7023	n	n	n	n	n	n	n	n
68193	655	7159	n	n	n	n	n	n	n	n
68194	655	7186	n	n	n	n	n	n	n	n
68195	655	7342	n	n	n	n	n	n	n	n
68196	655	7614	n	n	n	n	n	n	n	n
68197	655	7637	n	n	n	n	n	n	n	n
68198	655	7649	n	n	n	n	n	n	n	n
68199	655	7700	n	n	n	n	n	n	n	n
68200	655	7814	n	n	n	n	n	n	n	n
68201	655	7902	n	n	n	n	n	n	n	n
68202	655	7940	n	n	n	n	n	n	n	n
68203	655	7999	n	n	n	n	n	n	n	n
68204	655	8012	n	n	n	n	n	n	n	n
68205	655	8038	n	n	n	n	n	n	n	n
68206	655	8212	n	n	n	n	n	n	n	n
68207	655	8247	n	n	n	n	n	n	n	n
68208	655	8365	n	n	n	n	n	n	n	n
68209	655	8397	n	n	n	n	n	n	n	n
68210	655	8501	n	n	n	n	n	n	n	n
68211	655	8523	n	n	n	n	n	n	n	n
68212	655	8677	n	n	n	n	n	n	n	n
68213	655	8724	n	n	n	n	n	n	n	n
68214	655	8742	n	n	n	n	n	n	n	n
68215	655	8966	n	n	n	n	n	n	n	n
68216	655	8991	n	n	n	n	n	n	n	n
68217	655	9036	n	n	n	n	n	n	n	n
68218	655	9152	n	n	n	n	n	n	n	n
68219	655	9201	n	n	n	n	n	n	n	n
68220	655	9288	n	n	n	n	n	n	n	n
68221	655	9347	n	n	n	n	n	n	n	n
68222	655	9563	n	n	n	n	n	n	n	n
68223	655	9656	n	n	n	n	n	n	n	n
68224	655	9849	n	n	n	n	n	n	n	n
68225	655	9884	n	n	n	n	n	n	n	n
68226	655	9894	n	n	n	n	n	n	n	n
68227	655	9949	n	n	n	n	n	n	n	n
68228	656	44	y	y	y	y	y	y	y	y
68229	656	69	y	n	n	y	y	y	y	y
68230	656	110	y	n	n	y	y	n	y	n
68231	656	134	y	n	n	n	y	n	y	n
68232	656	136	y	n	n	n	y	n	y	n
68233	656	493	y	n	n	n	y	n	n	n
68234	656	564	y	n	n	n	y	n	n	n
68235	656	578	y	n	n	n	y	n	n	n
68236	656	590	y	n	n	n	y	n	n	n
68237	656	671	y	n	n	n	n	n	n	n
68238	656	697	y	n	n	n	n	n	n	n
68239	656	701	y	n	n	n	n	n	n	n
68240	656	732	n	n	n	n	n	n	n	n
68241	656	773	n	n	n	n	n	n	n	n
68242	656	804	n	n	n	n	n	n	n	n
68243	656	866	n	n	n	n	n	n	n	n
68244	656	958	n	n	n	n	n	n	n	n
68245	656	968	n	n	n	n	n	n	n	n
68246	656	1023	n	n	n	n	n	n	n	n
68247	656	1042	n	n	n	n	n	n	n	n
68248	656	1072	n	n	n	n	n	n	n	n
68249	656	1200	n	n	n	n	n	n	n	n
68250	656	1817	n	n	n	n	n	n	n	n
68251	656	1871	n	n	n	n	n	n	n	n
68252	656	1926	n	n	n	n	n	n	n	n
68253	656	1942	n	n	n	n	n	n	n	n
68254	656	2064	n	n	n	n	n	n	n	n
68255	656	2213	n	n	n	n	n	n	n	n
68256	656	2294	n	n	n	n	n	n	n	n
68257	656	2374	n	n	n	n	n	n	n	n
68258	656	2422	n	n	n	n	n	n	n	n
68259	656	2464	n	n	n	n	n	n	n	n
68260	656	2535	n	n	n	n	n	n	n	n
68261	656	2929	n	n	n	n	n	n	n	n
68262	656	3071	n	n	n	n	n	n	n	n
68263	656	3075	n	n	n	n	n	n	n	n
68264	656	3081	n	n	n	n	n	n	n	n
68265	656	3218	n	n	n	n	n	n	n	n
68266	656	3398	n	n	n	n	n	n	n	n
68267	656	3611	n	n	n	n	n	n	n	n
68268	656	3612	n	n	n	n	n	n	n	n
68269	656	3886	n	n	n	n	n	n	n	n
68270	656	3930	n	n	n	n	n	n	n	n
68271	656	4063	n	n	n	n	n	n	n	n
68272	656	4092	n	n	n	n	n	n	n	n
68273	656	4291	n	n	n	n	n	n	n	n
68274	656	4323	n	n	n	n	n	n	n	n
68275	656	4361	n	n	n	n	n	n	n	n
68276	656	4453	n	n	n	n	n	n	n	n
68277	656	4551	n	n	n	n	n	n	n	n
68278	656	4653	n	n	n	n	n	n	n	n
68279	656	4797	n	n	n	n	n	n	n	n
68280	656	4871	n	n	n	n	n	n	n	n
68281	656	4878	n	n	n	n	n	n	n	n
68282	656	4897	n	n	n	n	n	n	n	n
68283	656	4979	n	n	n	n	n	n	n	n
68284	656	4994	n	n	n	n	n	n	n	n
68285	656	5197	n	n	n	n	n	n	n	n
68286	656	5713	n	n	n	n	n	n	n	n
68287	656	5730	n	n	n	n	n	n	n	n
68288	656	5780	n	n	n	n	n	n	n	n
68289	656	5851	n	n	n	n	n	n	n	n
68290	656	5911	n	n	n	n	n	n	n	n
68291	656	6024	n	n	n	n	n	n	n	n
68292	656	6158	n	n	n	n	n	n	n	n
68293	656	6241	n	n	n	n	n	n	n	n
68294	656	6397	n	n	n	n	n	n	n	n
68295	656	6563	n	n	n	n	n	n	n	n
68296	656	6648	n	n	n	n	n	n	n	n
68297	656	7047	n	n	n	n	n	n	n	n
68298	656	7114	n	n	n	n	n	n	n	n
68299	656	7128	n	n	n	n	n	n	n	n
68300	656	7227	n	n	n	n	n	n	n	n
68301	656	7238	n	n	n	n	n	n	n	n
68302	656	7275	n	n	n	n	n	n	n	n
68303	656	7362	n	n	n	n	n	n	n	n
68304	656	7504	n	n	n	n	n	n	n	n
68305	656	7645	n	n	n	n	n	n	n	n
68306	656	7681	n	n	n	n	n	n	n	n
68307	656	7759	n	n	n	n	n	n	n	n
68308	656	7866	n	n	n	n	n	n	n	n
68309	656	7905	n	n	n	n	n	n	n	n
68310	656	7928	n	n	n	n	n	n	n	n
68311	656	7964	n	n	n	n	n	n	n	n
68312	656	8136	n	n	n	n	n	n	n	n
68313	656	8245	n	n	n	n	n	n	n	n
68314	656	8279	n	n	n	n	n	n	n	n
68315	656	8326	n	n	n	n	n	n	n	n
68316	656	8441	n	n	n	n	n	n	n	n
68317	656	8461	n	n	n	n	n	n	n	n
68318	656	8490	n	n	n	n	n	n	n	n
68319	656	8491	n	n	n	n	n	n	n	n
68320	656	8509	n	n	n	n	n	n	n	n
68321	656	8676	n	n	n	n	n	n	n	n
68322	656	8721	n	n	n	n	n	n	n	n
68323	656	8742	n	n	n	n	n	n	n	n
68324	656	8990	n	n	n	n	n	n	n	n
68325	656	9217	n	n	n	n	n	n	n	n
68326	656	9315	n	n	n	n	n	n	n	n
68327	656	9356	n	n	n	n	n	n	n	n
68328	656	9465	n	n	n	n	n	n	n	n
68329	656	9528	n	n	n	n	n	n	n	n
68330	656	9605	n	n	n	n	n	n	n	n
68331	656	9716	n	n	n	n	n	n	n	n
68332	656	9758	n	n	n	n	n	n	n	n
68333	657	10	n	y	y	n	n	y	y	y
68334	657	14	n	y	y	n	n	y	y	y
68335	657	102	n	y	y	n	n	y	y	n
68336	657	197	n	y	y	n	n	n	y	n
68337	657	265	n	y	y	n	n	n	y	n
68338	657	311	n	y	y	n	n	n	y	n
68339	657	363	n	y	n	n	n	n	y	n
68340	657	432	n	y	n	n	n	n	y	n
68341	657	512	n	n	n	n	n	n	y	n
68342	657	604	n	n	n	n	n	n	y	n
68343	657	829	n	n	n	n	n	n	y	n
68344	657	837	n	n	n	n	n	n	y	n
68345	657	876	n	n	n	n	n	n	y	n
68346	657	1147	n	n	n	n	n	n	y	n
68347	657	1176	n	n	n	n	n	n	y	n
68348	657	1238	n	n	n	n	n	n	y	n
68349	657	1274	n	n	n	n	n	n	n	n
68350	657	1708	n	n	n	n	n	n	n	n
68351	657	1822	n	n	n	n	n	n	n	n
68352	657	1869	n	n	n	n	n	n	n	n
68353	657	1914	n	n	n	n	n	n	n	n
68354	657	2113	n	n	n	n	n	n	n	n
68355	657	2419	n	n	n	n	n	n	n	n
68356	657	2677	n	n	n	n	n	n	n	n
68357	657	2761	n	n	n	n	n	n	n	n
68358	657	3023	n	n	n	n	n	n	n	n
68359	657	3172	n	n	n	n	n	n	n	n
68360	657	3187	n	n	n	n	n	n	n	n
68361	657	3219	n	n	n	n	n	n	n	n
68362	657	3384	n	n	n	n	n	n	n	n
68363	657	3417	n	n	n	n	n	n	n	n
68364	657	3451	n	n	n	n	n	n	n	n
68365	657	3517	n	n	n	n	n	n	n	n
68366	657	3634	n	n	n	n	n	n	n	n
68367	657	3722	n	n	n	n	n	n	n	n
68368	657	3737	n	n	n	n	n	n	n	n
68369	657	3797	n	n	n	n	n	n	n	n
68370	657	3918	n	n	n	n	n	n	n	n
68371	657	4184	n	n	n	n	n	n	n	n
68372	657	4315	n	n	n	n	n	n	n	n
68373	657	4579	n	n	n	n	n	n	n	n
68374	657	4606	n	n	n	n	n	n	n	n
68375	657	4968	n	n	n	n	n	n	n	n
68376	657	5031	n	n	n	n	n	n	n	n
68377	657	5091	n	n	n	n	n	n	n	n
68378	657	5189	n	n	n	n	n	n	n	n
68379	657	5573	n	n	n	n	n	n	n	n
68380	657	5608	n	n	n	n	n	n	n	n
68381	657	5619	n	n	n	n	n	n	n	n
68382	657	6051	n	n	n	n	n	n	n	n
68383	657	6089	n	n	n	n	n	n	n	n
68384	657	6250	n	n	n	n	n	n	n	n
68385	657	6267	n	n	n	n	n	n	n	n
68386	657	6406	n	n	n	n	n	n	n	n
68387	657	6485	n	n	n	n	n	n	n	n
68388	657	6677	n	n	n	n	n	n	n	n
68389	657	6877	n	n	n	n	n	n	n	n
68390	657	6917	n	n	n	n	n	n	n	n
68391	657	7186	n	n	n	n	n	n	n	n
68392	657	7299	n	n	n	n	n	n	n	n
68393	657	7515	n	n	n	n	n	n	n	n
68394	657	7618	n	n	n	n	n	n	n	n
68395	657	7656	n	n	n	n	n	n	n	n
68396	657	7717	n	n	n	n	n	n	n	n
68397	657	7825	n	n	n	n	n	n	n	n
68398	657	7845	n	n	n	n	n	n	n	n
68399	657	7896	n	n	n	n	n	n	n	n
68400	657	7899	n	n	n	n	n	n	n	n
68401	657	7929	n	n	n	n	n	n	n	n
68402	657	8037	n	n	n	n	n	n	n	n
68403	657	8207	n	n	n	n	n	n	n	n
68404	657	8312	n	n	n	n	n	n	n	n
68405	657	8589	n	n	n	n	n	n	n	n
68406	657	8718	n	n	n	n	n	n	n	n
68407	657	8765	n	n	n	n	n	n	n	n
68408	657	8880	n	n	n	n	n	n	n	n
68409	657	8944	n	n	n	n	n	n	n	n
68410	657	8992	n	n	n	n	n	n	n	n
68411	657	9141	n	n	n	n	n	n	n	n
68412	657	9203	n	n	n	n	n	n	n	n
68413	657	9214	n	n	n	n	n	n	n	n
68414	657	9344	n	n	n	n	n	n	n	n
68415	657	9362	n	n	n	n	n	n	n	n
68416	657	9403	n	n	n	n	n	n	n	n
68417	657	9784	n	n	n	n	n	n	n	n
68418	657	9867	n	n	n	n	n	n	n	n
68419	657	9903	n	n	n	n	n	n	n	n
68420	657	9975	n	n	n	n	n	n	n	n
68421	658	340	y	y	y	y	n	y	n	n
68422	658	491	y	y	y	y	n	y	n	n
68423	658	503	y	y	y	y	n	y	n	n
68424	658	512	y	n	y	y	n	y	n	n
68425	658	707	y	n	y	y	n	y	n	n
68426	658	721	n	n	n	n	n	y	n	n
68427	658	744	n	n	n	n	n	y	n	n
68428	658	758	n	n	n	n	n	y	n	n
68429	658	849	n	n	n	n	n	y	n	n
68430	658	856	n	n	n	n	n	n	n	n
68431	658	861	n	n	n	n	n	n	n	n
68432	658	875	n	n	n	n	n	n	n	n
68433	658	923	n	n	n	n	n	n	n	n
68434	658	976	n	n	n	n	n	n	n	n
68435	658	1155	n	n	n	n	n	n	n	n
68436	658	1282	n	n	n	n	n	n	n	n
68437	658	1339	n	n	n	n	n	n	n	n
68438	658	1340	n	n	n	n	n	n	n	n
